ligand_names,smiles,vina_score,vina_path,score,adjusted_score
1_0,CN1C2CC(N3C(=O)c4[nH]c(=O)n(-c5ccc6c(c5)OCCO6)c4C3c3cc4c(cc3F)OCO4)CC1CC1(C2)C(=O)Nc2ccc(F)cc21,-9.5,,-9.5,-9.5
1_1,Oc1ccc2nc(-c3ccc4[nH]ccc4c3)c(-c3ccc4[nH]ccc4c3)nc2c1,,,0.0,0.0
1_2,c1cc2[nH]ncc2cc1-c1nc(N2CCOCC2)c2cc(-c3ccc4[nH]ncc4c3)[nH]c2n1,-9.5,,-9.5,-9.5
1_3,C[C@@H]1CCCN1c1nc(Nc2ncnc3cc(Cl)ccc23)cc(Nc2cccc3cccnc23)n1,-8.7,,-8.7,-8.7
1_4,Fc1cc2c(cc1Nc1nc(N3CCN(Cc4ccccc4)CC3)nc3ccc(C(F)(F)F)cc13)OCCO2,-9.7,,-9.7,-9.7
1_5,C[C@@H]1[C@H](c2cccc(C(F)(F)F)c2)Oc2ccc(-c3ccc4ccccc4c3)cc2N1C(=O)[C@]1(C)NC(=O)NC1=O,-10.3,,-10.3,-10.3
1_6,O=C(Nc1ccc2c(c1)C[C@]1(NC(=O)c3cc4c(cc3F)OCCO4)CCC[C@H]1C2)Nc1ccc2c(c1)OCCO2,-8.6,,-8.6,-8.6
1_7,Cc1cc(C)cc(Nc2nc(Nc3cccc(C(=O)Nc4ncccn4)c3)c3cc4cc5c(cc4nc3n2)OCO5)c1,-9.6,,-9.6,-9.6
1_8,O=C(c1cc(F)c2[nH]ccc2c1)N1N=C(c2cccc(O)c2)CC1c1ccc2c(c1)OCCO2,-9.7,,-9.7,-9.7
1_9,O=C(Nc1nc2ccccc2[nH]1)c1[nH]c2c(F)cc(-c3cc4c(cc3F)OCCO4)cc2c1N1C[C@H](Cn2cc(C3(F)CC3)nn2)OC1=O,-10.2,,-10.2,-10.2
1_10,O=C([C@H]1CNC[C@@H](O)C1)N1CCc2[nH]nc(-c3c[nH]c4ccccc34)c2[C@@H]1c1ccc2ccccc2c1,-8.7,,-8.7,-8.7
1_11,N#C[C@]1(N2C[C@@H]3C[C@H](Oc4cccc5nc(Nc6cccc(F)c6)nc(Nc6cc7c(cc6F)OCCO7)c45)CN3C2=O)C[C@@H](F)C1,-9.6,,-9.6,-9.6
1_12,O=C(Nc1ccc2ccccc2c1)c1cccc2c1CN(C(=O)[C@@H]1C[C@@H](F)CN1C(=O)[C@H]1N[C@H](c3ccccc3F)[C@@H]3C(=O)NC(=O)[C@H]13)CC2,-10.1,,-10.1,-10.1
1_13,O=C1CC2(CCO2)c2ccccc2N1C(=O)c1cc(F)cc(-c2cc(-c3ccnc4ccc(F)cc34)nc3[nH]ccc23)c1,-11.0,,-11.0,-11.0
1_14,CC1(C(=O)N2CCC(N3C(=O)c4cc5ccc(C(=O)N6CC[C@@H](Oc7cc(F)cc8ncnc(N)c78)C6)cc5cc4C3=O)CC2)CC1,-8.5,,-8.5,-8.5
1_15,Fc1cc(F)cc(-c2ccc3[nH]nc(-c4ccc5[nH]nc(-c6cc(F)cc(F)c6)c5c4)c3c2)c1,-9.6,,-9.6,-9.6
1_16,O=C1COC2(COc3ccccc32)N1c1nc(Nc2ccc3[nH]ncc3c2)nc2ccccc12,,,0.0,0.0
1_17,O=C(Nc1ccc2c(c1)OCCO2)Nc1nc(-c2cc3c(cc2F)OCO3)cc2ccccc12,-9.9,,-9.9,-9.9
1_18,O=C(c1cnc2ccc(-c3cc4[nH]ccc4cc3F)cc2c1)N1CCC2(CCCN(C3CCOCC3)C2=O)CC1,-8.9,,-8.9,-8.9
1_19,CN1C(=O)[C@@H](NC(=O)c2c[nH]c3ccccc23)[C@@H]2[C@H]1c1ccccc1N2C(=O)Nc1ccc2ccccc2c1,-10.0,,-10.0,-10.0
1_20,CN1CCC(Oc2ccc3ccnc(Nc4ncnc5cc(Oc6ccc7ncnc(N)c7c6)ccc45)c3c2)CC1,-8.5,,-8.5,-8.5
1_21,O=C1C=C[C@H]2c3cc4c(cc3O[C@H](c3ccc5c(c3)OCO5)[C@@H]2O1)C(=O)NC4=O,-8.9,,-8.9,-8.9
1_22,C[C@@]12C(=O)N(C(=O)Nc3ccc4ccccc4c3)C[C@@H]1C[C@@H](C(=O)N1CC[C@]3(CCc4ccccc43)C1)N2C(=O)Cn1cc(-c2ccccc2)c2ccccc21,-9.9,,-9.9,-9.9
1_23,NC(=O)c1ccc2[nH]c(-c3ccc4[nH]nc(-c5cc6ccccc6[nH]5)c4c3)c(-c3ccc4c(c3)OCCO4)c2c1,-9.4,,-9.4,-9.4
1_24,FC(F)(F)c1cccc(Nc2nc(N3CCOCC3)nc3ccc(Oc4ccc5nc6ccccc6cc5c4)cc23)c1,-9.5,,-9.5,-9.5
1_25,NC(=O)c1cccc(Nc2nc(Nc3nc(Nc4cccc5ccccc45)c4ccccc4n3)c3cc[nH]c3n2)c1,-10.7,,-10.7,-10.7
1_26,Nc1nc(N2CCOCC2)nc2ccc(Nc3cc(-c4c[nH]c5cc(O)ccc45)nc4cc(F)ccc34)cc12,-10.4,,-10.4,-10.4
1_27,CC1=NN(c2cc(-c3ccc4[nH]ncc4c3)nc(N)n2)C(c2ccc3c(c2)OCCO3)C1,-8.7,,-8.7,-8.7
1_28,C[C@@H]1CC[C@H]2CN(C(=O)c3ccc4nc(-c5c[nH]c6ccccc56)nc(Nc5ccc6c(c5)OCCO6)c4c3)CCN21,-9.6,,-9.6,-9.6
1_29,c1ccc2c(Nc3nc(Nc4ccc5c(c4)OCCO5)nc4[nH]ccc34)c3ccccc3nc2c1,-9.9,,-9.9,-9.9
1_30,O=C(Nc1ccc2cc(-c3cc4ccccc4[nH]3)ncc2c1)Nc1cccc2c1C(=O)NC2=O,-8.5,,-8.5,-8.5
1_31,C[C@]12CCC/C(=C\c3ccc4c(c3)OCCO4)[C@H]1C[C@H]1C(=O)NC(=O)[C@H]1[C@@H]2c1c[nH]c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc12,-9.9,,-9.9,-9.9
1_32,Nc1nc(-c2cc3c(cc2F)OCO3)cc2ccc(-c3nc(N)c4ccc(N5CCOCC5)cc4n3)cc12,-8.9,,-8.9,-8.9
1_33,C[C@H]1[C@H]2C[C@@H](OC(=O)N3CCN(C(=O)c4cc5cc(-c6nc7ccccc7[nH]6)ccc5nc4-c4ccc5ccccc5c4)CC3)O[C@H]2O[C@H]2CC[C@H]3O[C@H](C)CC[C@]13O2,-9.9,,-9.9,-9.9
1_34,O=C(c1cc(Nc2nc(-c3ccc4[nH]ncc4c3)nc3ccccc23)ccc1F)N1CCC(O)CC1,-10.3,,-10.3,-10.3
1_35,Cc1cc(C)cc(Nc2ncnc3nc(NC4CCCC4)nc(-c4ccc5[nH]ccc5c4)c23)c1,-8.7,,-8.7,-8.7
1_36,c1ccc(-c2n[nH]c3ccc(Nc4ccc5cc(-c6nc7ccccc7[nH]6)ccc5n4)cc23)cc1,-8.9,,-8.9,-8.9
1_37,COc1ccc2nc(-c3ccc4c(c3)OCCO4)nc(Nc3ccc4[nH]ncc4c3)c2c1,-9.0,,-9.0,-9.0
1_38,CN1C(=O)c2c([nH]c3ccc(C4CCCCC4)cc23)C[C@H]1C(=O)N1C[C@H](O)Cc2ccc(NC(=O)Nc3ccc4[nH]ncc4c3)cc21,-8.2,,-8.2,-8.2
1_39,O=C1CC2(c3ccc4c(c3)OCO4)ON=C(c3cc4cc(NC(=O)c5ccc6[nH]ccc6c5)ccc4[nH]3)C2C(=O)N1,-9.8,,-9.8,-9.8
1_40,C[C@H]1CN(C(=O)[C@H]2c3cc(Nc4nc(Nc5ccc6[nH]ncc6c5)c5ccccc5n4)ccc3O[C@@H]2c2ccc3c(c2)OCO3)C[C@@H](C)O1,-10.1,,-10.1,-10.1
1_41,Fc1ccc2nc(N3CCOCC3)nc(Nc3nc(Nc4ccc5ccccc5c4)nc4[nH]ccc34)c2c1,-9.6,,-9.6,-9.6
1_42,C[C@@H]1CN(c2nc(Nc3ccc4c(c3)OCCO4)c3cc(-c4cc5ccccc5[nH]4)ccc3n2)C[C@@H](C)O1,-8.3,,-8.3,-8.3
1_43,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)C1(c2cccc(N3CCN(c4cccc5nc(N)ncc45)CC3)c2)CC1,-9.7,,-9.7,-9.7
1_44,O=C(Nc1cnc2ccccc2n1)N1CC[C@@H]2CN(C(=O)c3c(-c4ccc5[nH]ncc5c4)[nH]c4ccccc34)C[C@@H]2C1,-9.1,,-9.1,-9.1
1_45,O=C1NC(=O)C(Cc2ccc3ccccc3c2)(c2ccc3cnc(NC(=O)c4ccc5ccccc5c4)nc3c2)N1,-9.9,,-9.9,-9.9
1_46,Cc1cc(-c2cn3cc(C)nc3c(N3CCOCC3)n2)c2cc(-c3c[nH]c4cccc(C5(C6CCC(=O)NC6=O)NC(=O)NC5=O)c34)c(F)cc2n1,-9.1,,-9.1,-9.1
1_47,Oc1cc(C2=Nc3ccccc3C(Nc3cccc4ccccc34)C2)cc(-c2ccc3ccccc3c2)c1,-10.6,,-10.6,-10.6
1_48,O=C(N1CCC(C(Nc2nc(Nc3ccc4[nH]ncc4c3)nc3ccccc23)c2ccc3c(c2)OCCO3)CC1)C1(F)CC1,-9.5,,-9.5,-9.5
1_49,N#Cc1c(N)nc(N)nc1Oc1ccc2cc([C@H]3CN([C@H]4CC[C@@H](N5C(=O)c6ccccc6C5=O)CC4)C(=O)O3)ccc2c1,-8.9,,-8.9,-8.9
1_50,O=C(c1ccc2ccccc2c1)N1C(=O)c2[nH]c3ccccc3c2C1c1ccc2ccccc2c1,-9.2,,-9.2,-9.2
1_51,Nc1ncnc2cc(F)c(Oc3cc4c(Nc5c6ccccc6nc6ccccc56)ncnc4[nH]3)cc12,-9.9,,-9.9,-9.9
1_52,c1ccc2[nH]c(-c3ccc4c(-c5c[nH]c6ccccc56)nc(Nc5ccc6c(c5)OCCO6)nc4c3)nc2c1,-9.3,,-9.3,-9.3
1_53,Cc1cc2cc(Oc3cccc4nc(N)nc(N)c34)ccc2nc1Oc1nc(N)nc2ccccc12,-8.7,,-8.7,-8.7
1_54,CC1(C(=O)N2CCC(C(=O)N3CCC(c4c[nH]c5ccccc45)CC3)C2)CC(=O)Nc2cc3ccccc3cc21,-9.3,,-9.3,-9.3
1_55,N#Cc1ccc2nc(Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)nc(Nc3ccc4c(c3)OCCO4)c2c1,-8.8,,-8.8,-8.8
1_56,FC(F)(F)c1cc(Nc2ncnc3ccc(N4CCOCC4)cc23)cc(-c2ccnc3[nH]ccc23)c1,-9.4,,-9.4,-9.4
