ligand_names,smiles,vina_score,vina_path
1_0,Nc1nc(-c2cccc(Nc3nc(Nc4cccc5ccccc45)c4ccccc4n3)c2)c2cn[nH]c2n1,-10.2,
1_1,Nc1n[nH]c2ccc(Nc3nc(-c4cccc(Oc5ccc6c(c5)C(=O)c5c[nH]cc5-6)c4)nc4ccccc34)cc12,,
1_2,Cc1n[nH]c2c(-c3ccc4cccc(C(=O)N5CC6(CCOCC6)C(=O)N(C)CC5C5CCC(=O)NC5=O)c4c3)cc(-c3ccc4ccccc4c3)cc12,-10.9,
1_3,Cc1n[nH]c2ccc(C(=O)N[C@@H]3C(=O)N([C@@H]4C[C@H]5CC[C@@H]4N5C(=O)c4ccc5[nH]nc(C)c5c4)Cc4[nH]c5ccccc5c43)cc12,-10.0,
1_4,Nc1nc(N)c2cc(NC(=O)c3cccc(Nc4nc(Nc5cccc6ccccc56)c5ccccc5n4)c3)ccc2n1,-10.2,
1_5,CC1(c2cccc(Nc3nc(-c4cc(C5(C)NC(=O)NC5=O)c5ccccc5c4)nc4ccccc34)c2)NC(=O)NC1=O,-10.9,
1_6,Cc1cccc(Nc2n[nH]c3ccc(-c4ccc5[nH]nc(-c6ccc7[nH]nc(Nc8cccc(C)c8)c7c6)c5c4)cc23)c1,-9.6,
1_7,CC1(c2ccc(-c3nc(Nc4cc(C5(C)NC(=O)NC5=O)cc5ccccc45)c4ccccc4n3)cc2)NC(=O)NC1=O,-10.5,
1_8,Nc1nc(Nc2cc3c(cc2F)OCCO3)c2cc(-c3ccc4[nH]nc(-n5cnc6ccccc65)c4c3)ccc2n1,-11.4,
1_9,CN1CC(n2c(N)nc3cccc(Nc4nc(-c5cc6ccccc6nc5N)nc5ccccc45)c32)CC2OCCC21,-9.4,
1_10,CC1(C(=O)N2CCN(Cc3cc(-c4cc(-c5ccc6nc(N)nc(N)c6c5)cc5c4[nH]c4ccccc45)cc4cnc(N)cc34)CC3(CNC3)C2=O)CCC(=O)N1,-11.5,
1_11,CC1COc2cc(F)c(Nc3ncnc4c3cc(-c3ccc5[nH]nc(-c6cc(N)nc(N)n6)c5c3)n4C)cc21,-9.4,
1_12,CN1C(=O)Cc2cc(-c3cc(-c4ccc5c(c4)OCO5)cc4c(-c5ccc6[nH]c(=O)c7c8ccccc8[nH]c7c6c5)n[nH]c34)ccc21,-10.7,
1_13,Cc1cc(Oc2nc(N)nc3nc(N)nc(N)c23)c(F)cc1Nc1nc(N)nc2cc(-c3cc4[nH]ccc4cc3F)ccc12,-10.0,
1_14,CC1(C)[C@@H]2C[C@@]1(O)CN2c1nc(Nc2cccc(-c3nc(Nc4cccc5nc(N)ccc45)c4ccccc4n3)c2)c2ccccc2n1,-10.3,
1_15,CC1C(=O)OC(c2c[nH]c3ccccc23)N1C(=O)C1CN(C(=O)c2ccc3c(c2)Cc2ccccc2N3C)CC2(C1)OCc1ccc3ccccc3c1O2,-9.4,
1_16,CC1(C)C=Cc2cc3c(cc2O1)C(=O)C1C2CC4(C)c5cc6c(cc5CC4C2=C(N2C(=O)NC4(CCc5c([nH]c7ccccc57)C4)C2=O)C1C3=O)COC6=O,-10.6,
