ligand_names,smiles,vina_score,vina_path
1_0,c1ccc2nc(Nc3nc(CNc4cc(-c5ccc6c(c5)OCCO6)nc5ccccc45)nc4ccccc34)ncc2c1,-10.3,
1_1,CC(=O)N1CCC(C(=O)Nc2cc(-c3cccc(C4Nc5ccccc5-c5[nH]ccc54)c3)nc3ccccc23)CC1,-9.9,
1_2,O=C(Nc1cccc(-c2ccc3c(c2)CC(c2cc4cn[nH]c4cc2F)N3)c1)c1cc2c(cc1F)OCCO2,-9.1,
1_3,O=C(Nc1n[nH]c2ccc(-c3ccc4[nH]ncc4c3)cc12)c1ccc2c(c1)OCCO2,,
1_4,O=C(Nc1ccc2c(c1)-c1cc3c(cc1-c1cc4c(cc1O2)OCO4)OCO3)N1Cc2ccccc2C1,-9.4,
1_5,Oc1ccc2cc(-c3cc4ccccc4c(Nc4cc5c(cc4F)OCCO5)n3)c(O)nc2c1,-9.1,
1_6,O=C1[C@@H]2c3cc4c(cc3N=C[C@@H]2[C@H]2c3cc5c(cc3[C@H](c3ccc6c(c3)OCO6)N12)OCO5)OCO4,-9.1,
1_7,Nc1nc(N)c2cc(O[C@@H]3CCN(C(=O)c4cccc(Nc5nc(C(F)(F)F)cc6ccccc56)c4)C3)c(F)cc2n1,-9.8,
1_8,O=C1NC(=O)C2(N1)C(=O)N(c1ccc3ccccc3c1)C(=O)N2c1nc(N2CC(O)C2)c2ccccc2n1,-9.4,
1_9,Nc1nc(N)c2cc(Nc3c4ccccc4nc4c(O)c5ccccc5cc34)ccc2n1,-9.3,
1_10,NC(=O)c1ccc2nc(Nc3ccc4nc(-c5cc6c(cc5-c5ccc7c(c5)OCCO7)OCO6)ccc4c3)ncc2c1,-9.4,
1_11,CN1CCN(C(=O)c2ccc3cc(-c4cc5c(cc4F)OCCO5)c(Nc4ccc5[nH]ncc5c4)nc3c2)CC1,-10.5,
1_12,O=C(c1cc(Nc2ccc3ccccc3n2)c2ccccc2n1)N1CCc2cc3c(cc2C1)OCO3,-10.3,
1_13,O=C(c1cc(-c2nc(Nc3cc4c(cc3F)OCCO4)c3ccccc3n2)cc2c1OCO2)N1CC2CC(N3CC(F)C3)CC21,-10.1,
1_14,Nc1nc(N2CCOCC2)c2cc(Nc3nc4cc(F)ccc4cc3-c3ccc4c(c3)OCCO4)c(F)cc2n1,-9.7,
1_15,O=C(c1ccc2c(c1)OCCO2)N1CCC2(C1)CN(c1nc(-c3ccc4c(c3)OCCO4)c3ccccc3n1)C(=O)N2,-8.4,
1_16,O=C(c1nc2ccccc2o1)N1CC2CC(F)(C1)CN2C(=O)C1(c2cc3ccccc3cc2F)NC1=O,-9.9,
1_17,Nc1ncnc2cc(F)c(Nc3cn4c(Nc5cc6c(cc5F)OCCO6)cc(-c5cc6c(cc5F)OCCO6)cc4n3)cc12,-11.2,
1_18,CC1(C(=O)Nc2cc(-c3n[nH]c4ccc(-c5ccc6c(Nc7cc8c(cc7F)OCCO8)nccc6c5)cc34)ccn2)CNC(=O)N1,-10.3,
1_19,C[C@@H]1CCc2cccc(NC(=O)c3cc(-c4cc5c(cc4F)OCCO5)nc4cc(F)ccc34)c2O1,-9.8,
1_20,Nc1nc(-c2ccc3ccccc3c2)nc2ccc(C(=O)N3CCC4(C3)CN(C3CCC(=O)NC3=O)C(=O)N4)cc12,-8.8,
1_21,C[C@H]1CN(C(=O)N2[C@@H]3C=C[C@H]2CC3)[C@H](c2cc3c(cc2F)OCCN3C(=O)c2cc(F)cc(-c3nc(N)c4ccccc4n3)c2)CO1,-9.4,
1_22,O=C(Nc1nc(Nc2cccc3ccccc23)c2ccccc2n1)N1CCC2(CC1)OCCO2,-9.1,
1_23,Nc1nccc(-c2n[nH]c3cc(F)c(Nc4nc(-c5cc6c(cc5F)OCCO6)c5ccccc5n4)cc23)n1,-9.2,
1_24,Cc1n[nH]c2cc(F)c(-c3cc(N4CC(N5CCC(N6C(=O)c7[nH]c8cccc(Br)c8c7C6=O)CC5)CC4=O)c4cc(F)c(F)cc4n3)cc12,-10.7,
1_25,CC1CCC2CC3C(Oc4cc5nc(N)nc(N)c5cc4N3C(=O)c3ccc4c(c3)OCCO4)C2C1,-8.6,
1_26,C[C@H]1CN(c2cc(-c3cc4c(cc3F)OCCO4)nc3cc(Oc4cc5c(N)ncnc5cc4F)ccc23)C[C@@H](C)O1,-10.4,
1_27,CC1=NN(c2cc(C)cc3cnc(-c4nc5cc(C)ccc5[nH]4)cc23)C(c2ccc3c(c2)OCO3)C1,-9.0,
1_28,C[C@@H]1CN(C(=O)[C@@H]2COc3ccccc3N2)C[C@@]1(NC(=O)c1cc2cn[nH]c2cc1F)c1cc2c(cc1F)OCCO2,-8.8,
1_29,Cn1c(-c2cc3c(cc2F)OCCN3C(=O)NC2(C#N)CC(F)(F)C2)cc2cnc(-c3cc4c(cc3F)OCO4)cc21,-8.5,
1_30,O=C(c1cc2c(cc1F)OCC2)N1CCC2(CC1)CN(C(=O)c1cccc3ncnc(Nc4cccc(F)c4)c13)C2,-9.0,
1_31,Nc1nc(-c2cccc(Nc3nc(Nc4cc5c(cc4F)OCCO5)nc4ccccc34)c2)c2c(N)ncnc2n1,-10.4,
1_32,O=C(c1ccc2c(Nc3cc4c(cc3F)OCCO4)nc(-c3c[nH]c4ccccc34)nc2c1)N1CCOCC1,-9.6,
1_33,C[C@H](C(=O)N1O[C@@H]2C(=O)CC(C)(C)C[C@@H]2[C@H]1c1ccc2[nH]ccc2c1)N1C[C@](C)(c2cc3ccccc3cc2F)OC1=O,-7.5,
1_34,CC(=O)N1CC(C)N(C(=O)c2cccc(Nc3nc(Nc4cccc5[nH]ncc45)nc4ccc(N5C(=O)c6ccccc6C5=O)cc34)c2)CC1C,-9.8,
1_35,Nc1nc(CN2C(=O)CCC23OCCc2cc4occ(-c5ccc6cc[nH]c6n5)c4cc23)nc2ccccc12,-7.7,
1_36,O=C1NC(=O)C2C1C(c1c[nH]c3ccccc13)N(C(=O)c1ccc3ccccc3c1)C21Cc2ccccc2C1,-9.6,
1_37,Nc1nc(-c2nc(N3CCC4(CCN(C(=O)c5cc6c(cc5F)OCCO6)C4)C3)nc3ccccc23)c2cn[nH]c2n1,-8.8,
1_38,Cc1cc(-c2cccc(C(N)=O)c2)cc(N2C(=O)[C@@H](c3cc4c(cc3F)OCO4)N(C(=O)Nc3cccc4cnccc34)C2=O)n1,-9.7,
1_39,Fc1cc2c(cc1Nc1nc(Oc3cc(Br)c4ccccc4c3)c3cc[nH]c3n1)OCCO2,-10.1,
1_40,Cc1cc2cc[nH]c2nc1Oc1cccc(Nc2cc(-c3ccc4ccccc4c3)nc3ccccc23)c1,-9.8,
1_41,Nc1nccc2cc(F)c(Cn3cc(/C=C4/Oc5ccccc5NC4=O)c4c(N5CCOCC5)ncnc43)cc12,-8.8,
1_42,CC1(c2cccc(Nc3nc(-c4cc(F)cc(-c5cccc(F)c5)c4)c4cn[nH]c4n3)c2)NC(=O)NC1=O,-9.9,
1_43,C[C@]12CC[C@H](C(=O)C1)[C@@]1(C2)Oc2cc3c(cc2O1)[C@H]1[C@@H](CO3)CN(C(=O)c2cc3c(-c4cccc(F)c4)n[nH]c3cc2F)[C@H]1C(=O)N1CC(F)C1,-9.2,
1_44,O=C1CC2(CCOCC2)C(=O)N1Cc1c(-c2cc3ccccc3cc2F)[nH]c2cc(-c3nc4ccccc4[nH]3)ccc12,-10.7,
1_45,C[C@@H]1CN(c2nc(-c3cccc(NC(=O)c4cc5c(cc4F)OCCO5)c3)nc3ccc(F)cc23)C[C@@H](C)O1,-9.5,
