ligand_names,smiles,vina_score,vina_path
1_0,N#CC1(N2C(=O)N(c3ccc4nc(N5CC(F)C5)nc(Nc5cc6c(cc5F)OCCO6)c4c3)C3(CC(F)C3)C2=O)CC1F,-8.6,
1_1,Cc1cc(C(=O)Nc2c3c(nc4ccccc24)-c2ccccc2OC3)cc(-c2nc(N)c3ccccc3n2)c1,-9.5,
1_2,O=C1NCC2(c3c(-c4ccc5[nH]nc(-c6ccc7[nH]ncc7c6)c5c4)[nH]c4ccc(F)cc34)C(=O)N(C3CC3)C(=O)N12,-9.3,
1_3,C[C@@H]1C[C@H](N)CN(C(=O)c2ccc3[nH]c4c(c3c2)[C@H]2C(=O)NC(=O)[C@H]2[C@@H]4c2ccc3ncc([C@H]4CC(=O)c5ccccc5N4)cc3c2)C1,,
1_4,C[C@@H]1CN(c2nc(-c3ccc4nc(N)nc(N)c4c3)nc3ccc(Nc4cc(N)nc5ccccc45)cc23)C[C@@H](C)O1,-10.1,
1_5,Cc1n[nH]c2ccc(-c3nc(N)c4c(CNc5cc(C6CC(F)C7C(=O)NC(=O)C67)c6ccccc6n5)cccc4n3)cc12,-9.8,
1_6,Nc1nc(N2CCN(c3nc(-c4ccc5ccccc5c4)cc(-c4ccc5ccccc5c4)n3)CC2)nc2ccccc12,-9.8,
1_7,Nc1nc(Nc2cc(F)cc(-c3ccc4[nH]nc(-c5nc(N)nc6[nH]ncc56)c4c3)c2)c2ccccc2n1,-10.6,
1_8,COc1cc2nc(N)nc(Nc3ccc4nc(N)nc(N5C[C@@H](C)O[C@H](C)C5)c4c3)c2cc1OC1CC(F)(F)C1,-9.4,
1_9,CC1(c2cccc(Nc3nc(-c4ccc5cc(Br)ccc5c4)nc4ccccc34)c2)NC(=O)NC1=O,-10.0,
1_10,Cc1cc(-c2ccc3[nH]nc(-c4ccc5c(c4)OCO5)c3c2)cc(-c2nc(N)c3ccccc3n2)c1,-10.4,
1_11,Nc1nc(N)c2cc(-c3cccc(Nc4nc(Nc5ccc6c(c5)OCCO6)nc5ccccc45)c3)ccc2n1,-10.9,
1_12,CC1(C)CC1c1cc(F)cc(-c2ccc3nc(N)nc(Nc4cccc5nc(N)nc(N)c45)c3c2)c1,-10.5,
1_13,C[C@@H]1C[C@@H](Oc2cccc3nc(-c4cc5ccccc5c(N)n4)ccc23)CN1C(=O)c1ccc2[nH]c([C@H]3[C@H]4C(=O)N([C@@H]5CCC(=O)NC5=O)C(=O)[C@H]4[C@@H]4C(=O)NC(=O)[C@@H]43)cc2c1,-10.6,
1_14,Nc1nc(N2CCOCC2)c2cc(Nc3nc(-c4ccc5ccc(F)cc5n4)nc4ccccc34)c(F)cc2n1,-10.3,
1_15,CC1(C(=O)Nc2cc(-c3ccc4nc(N)nc(Nc5ccc6c(c5)OCCO6)c4c3)cc3c2OCO3)CCC(=O)N1,-9.6,
1_16,Nc1nc(N)c2cc(Nc3nc(-c4cc(F)cc(-c5cccc(F)c5)c4)nc4ccccc34)c(F)cc2n1,-11.6,
1_17,Nc1cc(-c2ccc3cc(-c4cc(-c5cc6c(cc5F)OCCO6)nc5[nH]ccc45)[nH]c3c2)nc(N)n1,-10.4,
1_18,CC1COC(=O)N1c1nc(N)nc2ccc(Nc3nc(-c4ccc5c(c4)OCCO5)nc4ccc(F)cc34)cc12,-11.2,
1_19,C[C@@H]1CN(c2nc(O[C@@H]3CCN(C(=O)c4ccc5[nH]c6ccc(C(=O)N7CC[C@@](C)(c8nc9ccccc9[nH]8)C7)cc6c5c4)C3)nc3ccccc23)C[C@@H](C)O1,-9.8,
1_21,Cc1cc2cc(-c3ccc4c(c3)Cc3cc5c(cc3-4)C(=O)NC5=O)ccc2c(Nc2cccc(C(N)=O)c2)n1,-8.9,
1_22,Cc1cc(C2c3ccccc3C(c3ccc4c(c3)OCCO4)N2c2nc(N)cc3cc(F)ccc23)c2cn[nH]c2n1,-8.9,
1_23,Nc1nc(N)c2cc(Nc3nc(Nc4cc5c(N)nc(N)nc5cc4F)c4ccc5ccccc5c4n3)c(F)cc2n1,-11.0,
1_24,CC1CCN(c2cc(-c3ccc4[nH]nc(-c5ccc6[nH]ncc6c5)c4c3)cc(N3C(=O)C(=O)C4=C3c3[nH]ncc3C4)n2)C1,-9.7,
1_25,CC1(C)C[C@]1(C#N)NC(=O)[C@]1(N2Cc3ccc(C(=O)N4CC[C@@H](Oc5nc(-c6ccc7[nH]ncc7c6)c6ccccc6n5)C4)cc3C2=O)C[C@@H]2CC[C@H]1C2,-8.0,
1_26,CC1C2CC(F)(F)CC2CN1C(=O)c1cc(Nc2nc(-c3cccnc3)nc3ccccc23)nc(-c2ccc3[nH]ncc3c2)c1,-10.3,
1_27,Cc1cc(C)cc(Nc2nc(N)nc3ccc(Nc4nc(N5C[C@H](C)OC5=O)nc5ccccc45)cc23)c1,-9.6,
1_28,C[C@H]1CN(c2nc(Nc3ccc4nc(N)nc(Nc5cccc(C(=O)N6c7ccccc7O[C@@H]6C)c5)c4c3)c3ccccc3n2)C[C@@H](C)O1,-10.3,
1_29,Nc1nc(N)c2cc(Nc3nc4cnccc4cc3-c3cc(F)cc(-c4ccc5[nH]nc(N)c5c4)c3)c(F)cc2n1,-11.0,
1_30,C[C@@H]1COC(=O)N1c1nc(N)nc2cc(F)c(Nc3nc(N4CCC5(CC4)COCO5)nc4ccccc34)cc12,-9.8,
1_31,Cc1nc(Nc2cccc(C(=O)N3CC4(CCC45CCC(=O)N5)C3c3n[nH]c4ccccc34)c2)c2cc(F)ccc2n1,-10.6,
1_32,Cc1ccc2c(Nc3cccc4ccccc34)nc(Nc3ccc4c(c3)OCCO4)nc2c1,-10.3,
1_33,C[C@H]1CN(c2nc(-c3ccc4[nH]nc(N)c4c3)cc(-c3nccc4[nH]nc(-c5ccc6c(c5)OCCO6)c34)n2)C[C@@H](C)O1,-9.5,
1_34,CC(=O)Nc1n[nH]c2ccc(-c3n[nH]c4ccc(-c5cc(F)cc(C(=O)N6COC(C)(C)C6)c5)cc34)cc12,-10.1,
1_35,Cc1cc2cccc(C)c2nc1-c1cc(Nc2nc(N)c3ccccc3n2)c2c(c1)-c1cc3c(cc1CC2)OCO3,-9.9,
1_36,Cc1ccc2c(Nc3cc(C(=O)N4C[C@@H](C)O[C@H](C)C4)ccc3C)nc(-c3cc4c(cc3F)OCO4)nc2c1,-9.7,
1_37,Cc1cc(-c2ccc3nc(N)nc(Nc4cc5c(cc4F)OCCO5)c3c2)cc(N2CC(O)C(F)C2)n1,-9.5,
1_38,Nc1nc(N)c2cc(-c3cc(-c4ccc5[nH]ncc5c4)c4[nH]nc(-c5ccc6[nH]nc(-c7ccc8[nH]ncc8c7)c6c5)c4c3)ccc2n1,-11.6,
1_39,Nc1nc2ccccc2cc1-c1cc(-c2cc(C(=O)N3CCOCC3)c3[nH]nc(-c4cc5ccccc5[nH]4)c3c2)c2ccccc2n1,-11.3,
1_40,C[C@@H]1CN(c2nc(N)nc3cc(-c4cc5c(N)nc(N)nc5c(-c5ccc6c(c5)OCCO6)n4)ccc23)C[C@@H](C)O1,-10.0,
1_41,C=C1[C@H]2C(O)=CC[C@]1(C)C[C@H]2[C@@H]1Oc2ccc(NC(=O)c3ccc(C(=O)N4CC[C@@](C)(O)[C@@H]5C(C)=CC(=O)[C@H]54)c4ccccc34)cc2Oc2cc3c(cc21)OCO3,-7.5,
1_42,Nc1nc(N)c2cc(Nc3nc(-c4cccc5ccccc45)nc4ccccc34)ccc2n1,-10.5,
1_43,CC1N(C(=O)c2cccc(Nc3nc(-c4ccc5[nH]ncc5c4)nc4ccccc34)c2)C2C=CC2C12CCC21CCC(=O)N1,-10.4,
1_44,Nc1nc(N)c2cc(-c3cc(-c4cc5c(c(C(=O)N6CCN(C7CCC(=O)NC7)C(=O)C7(CCC7)C6)c4)OCO5)c4[nH]c5ccccc5c4c3)ccc2n1,-10.9,
1_45,Nc1nc(N2CCOCC2)c2cc(Nc3nc4ccccc4cc3-c3cc(F)c4c(c3)OCO4)c(F)cc2n1,-10.1,
1_46,Cc1cc(-c2nc(Nc3ccc4nc(N)nc(N)c4c3)c3ccccc3n2)nc2ccccc12,-10.2,
1_47,Nc1nc(N2CCOCC2)nc2cc(F)c(Nc3nc(-c4cc5c(cc4F)OCO5)cc4ccccc34)cc12,-9.9,
1_48,O=C1Cc2cc(-c3n[nH]c4ccc(-c5cc(-c6ccc7c(c6)OCO7)nc6ccccc56)cc34)ccc2N1,-10.8,
1_49,O=C1C2c3ccccc3C1C(N1C(=O)NC3(Cc4[nH]c5ccccc5c4C3)C1=O)c1ccccc12,-9.3,
1_50,CC1(C)CN(c2cc(-c3cc(-c4ccc5nc(N)nc(N)c5c4)cc4c3[nH]c3ccccc34)cc3cc(O)ccc23)C(=O)O1,-9.9,
1_51,Cc1nc(N2C[C@H](C)O[C@H](C)C2)c2cc(Nc3cc(-c4ccc5[nH]nc(N)c5c4)nc4ccccc34)c(F)cc2n1,-10.1,
1_52,Nc1nc(Nc2cc3c(cc2F)OCCO3)c2cc(-c3cc(F)cc(C(=O)N4CCC5(CCOC5)C4)c3)ccc2n1,-11.1,
