smiles,score
c1cc2c(c(c1)O)C(=O)C1=C2O[C@H](c2c3cc(ccc3[nH]c2-c2c(cccc2)F)F)CN1C(=O)[C@H](N)Cc1ccccc1,30.206150636001468
c1c(cc2cc(ccc2c1)-c1c2cc[nH]c2nc(n1)N1CCN(C)CC1)Oc1c2c([nH]cc2)nc(n1)N1CCN(C)CC1,3.227630434951453
N1(C(=O)Nc2cc3c(NC(C4(Cc5cc6ccccc6nc5-3)CNC4=O)=O)cc2)CCCCC1,28.725879702533756
c1c(cc2c(c1)[nH]cc2)Oc1c2c(cccc2)c(Nc2ncnc3c2cc(cc3)O)nc1,30.145167352850454
c1(cc2cc(-c3nc4cc(C(F)(F)F)ccc4c(n3)Nc3nc4ccccc4nc3)cnc2cc1)C(N)=O,31.50439301378861
c1c2c(ccc1)nc(N1CCN(C([C@@H]3CCCN3C(=O)[C@H]3N(C(=O)Nc4cc5c(cccc5)cc4)CCC3)=O)CC1)nc2N,30.86220598221165
O1C(c2cc(-c3c(C(Nc4ncnc5cc(ccc54)C)=O)cc(F)cc3)cc(F)c2)N=C(O)N[C@@H]1c1cc(ccc1)F,31.453175703691695
O1c2c(cc3c(c2)oc(-c2cc4c(c(=O)c(cn4C4CCN(CC4)C(=O)C)C)cc2)c3)OCC1,28.711056197158587
c1(cccc2cc(-c3cc4cc(ccc4nc3Nc3cc(ccc3)S(=O)(=O)N)C(=O)O)ccc21)F,34.0016653801799
C1N(c2cc3c(ncnc3cc2)Nc2cc3c(N[C@H](C)C3)cc2)CCN(C1)c1n2c(nc1-c1cc3c(cc1)OCCO3)cccn2,33.627081586309224
c1(cc(c2cc(-c3nc4cc(C(=O)N5[C@@H](C)COCC5)cc(c4[nH]3)F)oc2c1)F)F,30.68805365721823
c1cc2[nH]cc(c2cc1)C[C@@H](C(N1C[C@@H](Oc2cc3c(cc2)ccnc3)C[C@H]1C(N1CCC(F)(F)CC1)=O)=O)N,30.47852028905807
c1(c2nc([nH]c2nc(n1)N1C[C@H](Oc2cc(-c3cc4c(O[C@H](C)CN4)nc3)nc3c2cc[nH]3)CC1)N1[C@H](C)COCC1)F,32.59128301313258
O=C(c1cc2ccccc2cc1)Nc1cc2cc(Oc3c4c(ccc3)ncnc4N3CCN(C)CC3)ccc2nc1,31.615861808283555
