smiles,score
,-10.0
c1cc2cc(-c3nc4c(cccc4)c(n3)Nc3cc4c(cc3F)OCCO4)nc(c2cc1)Nc1cc(nn1C)C(N)=O,32.83514964380948
c1cc2cc(-c3cc4c(nc3Nc3cc5c(cc3F)nc(nc5N3CCOCC3)N)cc(cc4)F)ccc2nc1N1C(=O)OC[C@@H]1[C@H](O)C,2.9466224450442113
c1cc2cc(-c3cc(-c4nc5c(cccc5)c(n4)Nc4cc5c(cc4F)OCCO5)cc(c3)F)nc(c2cc1)N,33.35032612761308
c1cc2c(cc1)c1c(o2)cc(cc1)C(N1C(C(N2C[C@H](Oc3c4c(ccc3)ncnc4N3C(=O)OC[C@H]3C)CC2)=O)C(C1)F)c1c2c(ccc1)[nH]nc2,30.22579972707876
N1(C(c2cc(-c3cc4c([nH]nc4-c4cc5c(cc4)OCO5)cc3)cc(c2)F)=O)Cc2c(cccc2)C1,33.72226035807246
O=C1N2[C@](C)(c3cc4c(cc3C2c2c1cc(-c1cc(ccc1)F)cc2)cccc4)C(N1C[C@H](O[C@H](C1)C)C)=O,32.041736597004196
c1cc2cc(-c3cc(-c4nc5c(cccc5)c(n4)Nc4cc5c(cc4F)OCCO5)cc(c3)F)ccc2nc1N,36.05032612761308
c1c2c(ccc1)c1c(c(n2)Nc2cc(ccc2)-c2cc3c(nc(nc3N)N)[nH]2)cccc1,31.498414825803525
c1c2cc[nH]c2cc(c1)-c1nc2c(cccc2)c(n1)Nc1cc2c(cc1)nc(nc2N)N,33.03673710430698
C1(=O)N(C2(c3ccccc3N(C2)C(=O)C2CN(C(=O)C2)C2c3c(cccc3)-c3c2cccc3)C1)C1CN(C(=O)C1)C1(c2c(cccc2)CC1)C(=O)N1C(C(=O)NC1=O)=C,29.463317923619087
N1(C(=O)c2cc(-c3cc4c(cc3F)OCCO4)nc(c2C1)Nc1cc2c([nH]nc2)cc1)C1(C(=O)NC(NC1)=O)C,36.97240383427847
c1(cc2ccccc2cc1)-c1cc2c(cc1)nc(nc2Nc1cc(ccc1)C(N1C(COc3c1cccc3)=O)=O)N,33.04274380147675
c1cc2cc(-c3cc(-c4cc5c(cc4O)OCO5)cc4c3[nH]nc4-n3cc(nn3)C3CN(C(C4(C)NC(=O)NC4)=O)C3)c(nc2cc1)N,32.349672591417345
c1cc(cc2c1[nH]c1c2cccc1)C1Nc2c(cc(cc2C1)C(N1C(COc3c1cccc3)CN1C(COc3c1cccc3)=O)=O)F,32.78888315453033
c1(cc2cc(-c3cc4c(cc3F)OCO4)nc(c2cc1)Nc1cc2c(cc1)[nH]nc2N)F,34.63729684912737
c1cc2c(nc(-c3cc4c(ncnc4cc3F)Nc3cc(ccc3)C3(NC(=O)NC3=O)C)nc2N)cc1,34.36278013454042
C1C2(CC(N1C)c1cc(-c3cc4c(nc(nc4N)N)c(n3)-c3cc4c([nH]nc4)cc3)cc(c1)F)CCOC2,32.899034253290786
