smiles,score
C(=O)(c1c2c(ccc1)c(C1SCCS1)ccc2)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](NC(OC(C)(C)C)=O)C(=O)N[C@@H](C(N[C@@H](Cc1c2ccccc2[nH]c1)C(=O)N1CCC[C@H]1C(N[C@@H](C(=O)O)C(C)(C)C)=O)=O)C[C@H](C)CC,0.0
c1(oc(cc1)C)C1CCN(C1)C(N[C@H]1CCc2c([C@@H]1C1CC1)c(C(NCCN1CCCCC1)=O)c1c(ccc(c1)NC(=O)c1ccc(cc1)N1CCN(CC1)CC1CCC(F)(F)CC1)n2)=O,2.5094448190260077
C(C[C@H]1C(NCCN1)=O)CC/C=C\[C@H](C)NC([C@H](CC(C)C)NC(=O)[C@H](NC(=O)CNC([C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)C1CCCCC1)C(C)C)C(C)C)=O)C)=O,21.17656967175358
C(=O)(OC[C@H]1N(C(=O)CN2CCN(CC2)C(=O)C(c2ccccc2)c2ccccc2)C[C@@H](OC1)C(C)(C)C)N[C@@H](Cc1ccccc1)C(N1[C@H](C(N2[C@@H](CCC2)C(N[C@H](C(N[C@H](C(=O)N[C@H](C(N[C@H](C(=O)N)C)=O)CCCNC(N)=N)[C@@H](,-10.0
c1ccccc1C(c1ccccc1)(C(=O)NC(C)(C)C)NS(=O)(=O)c1cc(C(C)=O)c(cc1)OCC1CCN(CC1)S(C1CCS(=O)(=O)CC1)(=O)=O,24.290697099781646
O=C(c1cc(Cl)cc(c1)Cl)Nc1ccc2c(nc(s2)-c2nc(N3C[C@@H](C)OCC3)nc(NC3CC3)c2)c1,28.27349814241413
c1(C)c2c(n(n1)C)C[C@@H](NC(Nc1cc(ccc1)S(N1CCN(C)CC1)(=O)=O)=O)CO2,25.084592534077824
c1(ccc(cc1)N1CCOCC1)CN1CCC2(CC1)CN(C2)CCCN1CCC(CC1)C(F)(F)F,22.37106098637714
N1(CCN(C(c2ccncc2)C(=O)N2CCC3(OCCO3)CC2)CC1)c1ccc2nc(sc2c1)-c1cncn1C,29.007586814664002
c1cc(CCC(N2CCN(C(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C)Cc3ccc(cc3)O)CC2)=O)ccc1Oc1ccccc1,24.713536478948324
c12sc(c(c2C(C(NCCCN(CC)CC)=O)c2ccc(c(c2)Cl)Cl)N)C(NC)=O,-10.0
C(CCCCCCCCCCCCCCCCCCCCC)CC(=O)N[C@H](C(=O)N[C@H]([C@@H](C(=O)N[C@@H]1C(N(C)[C@@H](CC(O)=O)C(N(C)[C@@H](CC(C)C)C(=O)N([C@@H](C(N[C@H](C(=O)N)CCC(N)=O)=O)CC(O)=O)C)=O)C(C)(O)SC1)=O)CC(C)C)CC(=O)N1CCC[C,-10.0
c12c3c(cccc3)n(c2cccc1)c1cc(C)cc2c1c1c(cc(cc1)C)[nH]2,26.831518893063695
c1nc(ccc1)-c1n2nc(-c3cccnc3)nc2n(c1)CCCCN1CCN(S(C)(=O)=O)CC1,26.198177109109437
c1c(cccc1Nc1c(c(=O)[nH]c(=O)n1C)C)C(=O)Nc1ccc(S(=O)(N2CCN(CC)CC2)=O)cc1C,25.30221845247434
c1cccc(C(OCC(N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(N)=O)CC(C)C)Cc2ccccc2)=O)=O)c1,25.985780315656687
