smiles,score
c1(-c2cc3c(nc(nc3Nc3cc(ccc3)C(N3C(C4C(C3)CC(C4)(F)F)O)=O)N)cc2)cc2c([nH]nc2)cc1,35.22880107509667
N1(c2nc3c(cc2C2(NC1=O)CCOCC2)cccc3)C(c1c2cc(ccc2[nH]n1)C1(NC(=O)NC1=O)C(F)F)=O,30.57352507860867
C1(=O)N(C2(C(N1c1cc(-c3cc4c(cc3F)cc[nH]4)cc3c1cn[nH]3)=O)CCC2)C1(C(NC(=O)NC1=O)=O)C,33.921356688643236
c1(-c2nc3cc(ccc3c(n2)Nc2cc3c(cc2F)nc(nc3N2C[C@H](O[C@H](C2)C)C)N)C2(CC2)C)cc2c([nH]nc2)cc1,3.070223181070677
C1(=O)N(C2C(=O)N(C(c3c2cc2c(c3)OCO2)C1)c1cc2c(cc1)OCCO2)C1CN(c2nc3c(cccc3)c(n2)N2CC[C@@](C2)(O)C)C1,33.51613341206568
c1c2c(ccc1C1C3C(=O)CC(C=C3OC1c1cc3c(cc1)OCO3)Nc1nc3c(cccc3)c(n1)N)OCO2,33.693330206200166
C1C2(NC(=O)NC2=O)CN(C1)C(=O)[C@H]1N(C(=O)CN(C1)C(=O)C1(c2cc3c(cc2)cccc3)CCC1)C(c1cc2c(cc1)cccc2)=O,36.91103991452618
c1cc(-c2cc3c([nH]nc3-c3cc4c(cc3F)OCCO4)cc2)cc2c1[nH]nc2-c1cc2c([nH]1)ncnc2N,33.49230764281561
O=C1N(c2c(cccc2)C21c1c(cccc1)NC2=O)C(C1CN(C(=O)C1)C1(c2c(cccc2)CC1)C(N1C2c3c(cccc3)CCc3c2c(nc1nn3)N)=O)=O,-10.0
c1c2c(ccc1)nc(nc2Nc1cc2c(cc1F)cccc2)Nc1cc2c(cc1F)nc(nc2N)N,36.98494197118255
c1cc2c(cc1)cc(nc2Nc1cc2c(cc1F)nc(nc2Nc1cc(ccc1)C(=O)N)N)C1CCOCC1,33.16527183602423
c1cc2c(nc(nc2Nc2cc3c(cc2F)OCCO3)-c2c3c(nc(c2)N2C[C@H](O[C@H](C)C2)C)cc(cn3)F)cc1F,38.95495024264892
c1(cc2c(cc1)cc(nc2Nc1c2c(nc(n1)Nc1cc3c(cc1)cccc3)cc(cc2)C)C)C,31.600209947632568
c1c(ccc2c1cc(nc2N1CCOCC1)-c1cc2c(cc1)[nH]nc2N)Oc1cc2c(nc(nc2N)N)cc1F,33.06491241754701
c1cc2c(cc1)nc(nc2Nc1c2c(nc(-c3cc4c(cc3F)OCCO4)n1)cc(c(c2)F)N)Nc1cc(nn1C)C,33.990656198292335
N1(C2(C(NC1=O)=O)CCc1c3c([nH]c1C2)cccc3)C(=O)C1CN(C(=O)C2(C1)Cc1c3c([nH]c1CC2)cccc3)C(=O)C1(C2C([C@]3(C[C@H]4[C@](C)([C@H](C3)C=2)C=CC(C4(C)C)=O)C)C1)C2C(=O)CC(C)(C),-10.0
c1(cc2cc(-c3cc4c(cc3F)OCO4)nc(-c3cc4c([nH]nc4)cc3)c2cc1)Nc1nc(N2C[C@H](O[C@H](C2)C)C)nc(c1)C(=O)N,33.56086806958993
c1cc2c(cc1)nc(nc2Nc1cc2c(cc1F)cccc2)Nc1cc(ccc1)-c1cc2c([nH]nc2)nc1C,3.2079383095155936
c1cc(cc2c1[nH]c1c2cccc1)C1C2C(=O)N(C(C2C(=O)N1c1cc2c(cc1F)OCCO2)=O)C1C(=O)NC(CC1)=O,33.311278159504255
c1(-c2nc(-c3cc(ccc3)C3(NC(=O)NC3=O)C)c(-c3cc4c(cc3F)[nH]nc4N)nc2)cc2c([nH]nc2)cc1,32.13291677162063
C1C(C1)(C)c1nc2cc(ccc2c(n1)N1C[C@H](Oc2nc3c(cccc3)c(n2)N2C[C@H](O[C@H](C)C2)C)CC1)C1=CC(C(C)=C(C1)O)=O,33.59126068113277
c1cc2c(nc(-c3cc(-c4nc5c(cccc5)c(n4)Nc4cc5c([nH]nc5)cc4)cc(c3)F)nc2N)cc1,33.021480374973656
c1cc2c(cc1)nc(nc2Nc1cc2c(cc1F)nc(nc2Nc1cc(ccc1)C(N1CCOCC1)=O)N)Nc1cc(ccc1)F,33.56087118467616
c1(-c2cc3c(cc2F)nc(nc3N2C[C@H](O[C@H](C2)C)C)-c2cc3c([nH]nc3-c3c4c([nH]nc4)nc(n3)N)cc2)cc2c([nH]nc2)cc1,37.43795413433177
c1c2c(ccc1)nc(nc2Nc1cc2c([nH]nc2-c2cc3c([nH]nc3-c3cc4c(cc3)OCCO4)cc2)cc1)N,33.46168004069011
c1(cc(-c2cc3c(cc2F)OCCO3)cc2c1nc(nc2N)N1C[C@H](O[C@H](C1)C)C)Nc1nc2c(cccc2)c(n1)N,30.0709611484699
c1cc2cc([nH]c2cc1-c1cc2c(nc(nc2Nc2cc3c(cc2F)OCCO3)N)cc1)C1CCN(C(C2(C)NC(=O)NC2)=O)CC1,34.87473365100757
c1c2c(c(cc1)C1Nc3c(C(=O)N1C2)cc(C(N1C[C@H](Oc4c5c(nc(n4)-c4cc6c(cc4F)[nH]nc6-c4[nH]c6c(cccc6)n4)CCCc5)CC1)=O)cc3)F)F,-10.0
c1cc2c(cc1C1C3C(C(=O)CC(C=3Nc3c1cc1c(c3)OCO1)C)(C)C)OC[C@H]2NC(c1cc2c(cc1)OCCO2)=O,31.6498304135623
C1N(C(=O)c2c3ccccc3[nH]c2-c2cc3c(cc2)nc(nc3Nc2cc(ccc2)F)N)CCOC1,30.430177049888083
c1cc2c(cc1)cc(nc2Nc1cc(-c2cc3c(cc2F)OCCO3)cc2c1cnnc2)-c1c2c([nH]nc2)nc(n1)N,36.12361540592061
C1C2(NC(c3cc4c(nc(nc4Nc4cc5c(cc4)OCCO5)Nc4cc5c(cc4)OCO5)cc3F)C(C2)C1)F,32.41140525304172
c1c2c(ccc1)[nH]cc2C1C2C(=O)NC(=O)C2C2C(=O)N(C(=O)[C@]12C)c1cc2c(cc1)[nH]c1c2cc(cc1)Br,30.073822298542424
C1C2C(=O)N(C(c3c2cc(-c2cc4c(nc(nc4Nc4cc5c(cccc5)cc4)-c4cncc(c4)C)cc2)cc31)=O)C,0.0
c1cc(-c2cc(-c3cc4c([nH]nc4-c4cc5c(cc4)OCCO5)cc3)cc(n2)N)cc2c1[nH]nc2-c1cc2c([nH]nc2)cc1,34.007003185577396
