smiles,score
C1C2(CCN(C1)Cc1cc(-c3c(cc(cc3)F)F)nc(n1)Nc1cc3c(cc1F)nc(nc3)N)OCC(C2)O,30.88331265446294
c1cc2c(nc(-c3cc4c(cc3F)OCCO4)nc2Nc2cc(ccc2)-c2c3c([nH]nc3)nc(n2)N)cc1,3.229097566238118
c1cc2c(cc1F)c(nc(n2)Nc1cc2c(cc1F)c(ncc2)N1C[C@H](O[C@H](C)C1)C)Nc1cc2c(cc1)OCCO2,33.473290122235085
c1(C(=O)Nc2cc3c(cc2F)O[C@H](c2c-3cc3c(c2)ccnc3N)c2ccnc(c2)N)cc2c(O[C@H](c3c4c([nH]nc4)ccc3)CO2)cc1,31.350216636656043
c1(-c2cc3ccccc3cc2)nc2ccccc2c(n1)Nc1cc2c([nH]nc2-c2c3c([nH]nc3)nc(n2)N)cc1,34.669923011223766
O1C2(CC(c3cc4c(OCO4)cc3C2)N2C[C@@H](Oc3c4c(ccc3)nc(nc4N3CC5C(C3)OCCO5)N)CC2)OC1,31.33424731152636
c1cc2c(Nc3cc4c(cc3F)O[C@@H](c3nc6c(cccc6)c(n3-2)=O)CC4)cc1C(N1C[C@H](F)CC[C@H]1C)=O,26.972441426398483
c1(-c2cc3cc([nH]c3cc2)-c2c3c([nH]nc3)nc(n2)Nc2cc(ccc2)C(=O)N)cc2c(cc1)OCCO2,29.621248790557626
C1C(=O)N(C2(C1)CCN(CC2)C(=O)C1(Cc2c3c([nH]c2-c2c1cccc2)cccc3)NC(=O)c1cc2c(cc1)cccc2)C,31.64349429815103
O1C2(CCN(CC2)C(=O)N2c3c(cc(cc3)C(=O)Nc3nc4c(cccc4)c(n3-c3cc4c(cc3)cccc4)=O)CC2)COC1,30.169905795638137
c1(c2c(cccc2)nc(Nc2cc3c(cc2)OCCO3)c1)C1CCN(C(c2c3c(ncnc3N)c(cc2)F)=O)CC1,31.166127307211735
c1cc2cc(-c3cc4c(cc3F)OCCO4)nc(c2cc1)Nc1c2c(nc(n1)N1CCOCC1)cc(c(c2)F)F,33.93305091653772
C1N(Cc2cc(-c3cc4cc[nH]c4cc3)cc3c2cccc3)CCN(C1)Cc1nc2c(cccc2)c(=O)n1-c1cc2c(cc1)OCCO2,31.698691091047774
c1cc2c(N(C3(C(N2c2cc4c(cc2F)OCCO4)=O)CN(C(=O)C3)C2CCN(CC2)C(=O)Nc2cc3c(cc2)cccc3)C)cc1,30.18755067565576
c1cc(-c2cc(-c3cc4c(cc3F)OCCO4)nc3c2cc(-c2cc(ccc2)F)nc3)cc2c1nc(nc2N)N,34.51693219997201
c1c2c(ccc1-c1cc(-c3cc4cc[nH]c4cc3)cc3c1[nH]nc3)ncnc2N1C[C@@H](F)C[C@H](C1)N,34.91816414137312
c1cc2c(c(c[nH]2)C2N(c3cc(C(N4Cc5c(CC4)cccc5)=O)cc4c3cc(nc4)N)N(C(C2)=O)C)cc1F,30.636040484647253
c1c2c(ccc1)nc(Nc1cc3c(cc1F)OCCO3)nc2Nc1cc2c(cc1F)nc(nc2N)N,33.427289035754164
N1(CCN(c2c3c(nc4c2cc(cc4)C)cc(cc3)C)CC1)c1nc2c(cc(cc2)C(=O)N2CCC3(CCC(O3)C)CC2)cn1,27.027648325754445
c1cc2nc(-c3cc4c(cc3F)OCO4)nc(c2cc1)Nc1cc2c(cc1F)nc(nc2N)N1CCOCC1,33.21116095383999
C1C2(CCN(C(=O)c3cc(-c4nc5cc(ccc5[nH]4)C4(NC(=O)NC4=O)Cc4cc6c(cc4)cccc6)cc(c3)F)C2)OCC1,32.7369374490595
N1(Cc2c3c(ccc2F)OCCc3-c2nc3c(cc(cc3)Oc3c4c(nc(N5CCOCC5)nc4)ccn3)[nH]2)CCOC1=O,-10.0
c1c2c([nH]nc2C2CN(C(=O)C3(c4cc(ccc4)C(F)(F)F)CCNC3)C(C2)=O)cc(-c2c3c([nH]nc3)nc(c2)N)c1,30.05786943456293
C1CC1N1C(N2C[C@@H](C[C@H]2C1)Oc1nc2c(cc1-c1nc3c(cccc3)[nH]1)cc(cc2)F)=O,28.718728414424653
O1C[C@H]2[C@H](C(=O)N(c3nc4ccccc4c(n3)Nc3cc4c(cc3F)OCCO4)C2)C1=O,32.1565605134379
c1c2c3c(cccc3cc1)nc(c2C1Nc2c(cccc2)C(C1)=O)Nc1nc(nc(n1)N1CCOCC1)N1CCOCC1,-10.0
