smiles,score
C1(c2ccccc2C(=O)N1c1cc(-c2nc(-c3ccc(cc3)F)no2)ccc1)c1cc2c(cc1)cccc2,29.39584142558892
C1C(C)(NC(=O)N(c2cccc(NC(=O)Nc3nc4ccccc4nc3)c2)C1)C,28.26197244539443
N1(c2nc(NC(C(=O)NC3c4ccccc4C(Cc4ccccc4)C3)=O)nc(c2)Nc2ccccc2)CCN(c2cccc(c2)C)CC1,3.001058041027307
O(c1cc2c3c(c(=O)n(c2cc1)Cc1ccc(O)cc1)C(N(Cc1cc(ccc1)O)C(c3cc1ccccc1n2)=O)=O)C,-10.0
O1C[C@@H](c2cc(O)ccc2)N(c2c3c(ncnc3Nc3cc(c(cc3)O)F)ncc2)C[C@H]1c1ccccc1,27.25422986820771
C1CN(Cc2ccc3nc(NC(=O)c4ccc(-c5c(c6c(nccc6)cc5)C)cc4)oc3c2)CCN1C(=O)c1ccc(cc1)F,27.350042663635286
c1cc2c(cc1)c(ccc2)C1c2c3c([nH]c2C(C)(NC1=O)C)ccc(NC(C(C)(C)NC(=O)Nc1cc(ccc1)Cl)=O)c3,30.346805628983365
C1Oc2c(O1)cc1c(c2)N(C)C[C@@H]2[C@@H]3N(Cc4c5ccccc5[nH]c4C3)C[C@@H](C2)n1c1ccccc21,-10.0
N(C1CCCCC1)C(=O)c1c2c([nH]n1)cc(cc2)NC(=O)c1ccc(cc1)-c1n2c(nn1)cccc2,29.223563866398216
c1cccc(C(Nc2c(cc(cc2)C(C2CCN(Cc3c(cccc3F)F)CC2)=O)C)=O)c1S(=O)(N1CCOCC1)=O,26.8139054730364
c1cc(NC(=O)Nc2cc(ccc2)-c2ccccc2)cc2c1oc(=O)c(-c1cc(NC(Nc3cc(ccc3)C(F)(F)F)=O)ccc1)c2,31.360063244005513
c1cc2c(cc1O)c(nc(-c1ccccc1)n2)Nc1ccc(cc1)S(N1CCOCC1)(=O)=O,29.411081434958476
