ligand_names,smiles,vina_score,vina_path
1_0,Cc1cccc2[nH]nc(-c3nc(O[C@H]4CN(C5c6ccccc6C(=O)c6ccccc65)C[C@@](O)(C(=O)N5C[C@H](C)O[C@H](C)C5)C4)nc4ccccc34)c12,,
1_1,C[C@@H]1CN(c2nc(-c3ccc4[nH]nc(-c5cccc6nc[nH]c56)c4c3)nc3cc(F)c(-c4ccc5[nH]ncc5c4)cc23)C[C@@H](C)O1,-11.9,
1_2,Nc1nc(N)c2cc(Nc3nc(Nc4cc5ccccc5cc4F)c4ccccc4n3)c(F)cc2n1,-11.2,
1_3,O=C(c1cc2ccc(-c3ccc4[nH]nc(-c5cc6ccccc6[nH]5)c4c3)cc2[nH]1)c1cccc2[nH]ncc12,-10.0,
1_4,Nc1nc(N)c2cc(-c3cccc(Nc4nc5nc(N)nc(N)c5cc4-c4cc5c(cc4F)OCCO5)c3)ccc2n1,-11.3,
1_5,Cc1cc(-c2nc(N3C[C@@H](C)O[C@H](C)C3)c3cc(Nc4nc(N)nc5ccccc45)c(F)cc3n2)c2cn[nH]c2n1,-9.3,
1_6,C[C@@H]1CN(C(=O)c2cccc(Nc3nc(N)nc4ccc(-c5ccc(F)cc5)cc34)c2)C[C@@H](C)O1,-10.1,
1_7,CC(=O)N1CC=C(c2cc(-c3ccc4nc(N)nc(N)c4c3)cc(-c3ccc4nc(N)nc(N)c4c3)c2)CC1,-10.1,
1_8,CC1(C)[C@@H]2CC[C@@]1(C)C[C@@]21NC(=O)N([C@@H]2C(=O)Nc3c(F)cc(-c4ccc5nc(N)nc(N)c5c4)cc32)C1=O,-9.3,
1_9,Nc1nc(N)c2cc(Nc3nc(N)nc4cc(F)c(O[C@@H]5CCN(c6nc(N)nc7ccccc67)C5)cc34)c(F)cc2n1,-10.4,
1_10,Cc1cccc(N2C(=O)N(c3ccc4nc(-c5cc6cn[nH]c6cc5F)nc(N5C[C@H](C)O[C@H](C)C5)c4c3)C(=O)[C@@]23CC(=O)N(C)C3)c1,-9.6,
1_11,C[C@@H]1CN(C(=O)c2cccc(Nc3nc(-c4cc(F)cc(-c5cnc6[nH]ncc6c5)c4)nc4ccccc34)c2)C[C@@H](C)O1,-10.9,
1_12,C[C@@H]1CN(c2nc(-c3ccc4nc(N)nc(N)c4c3)nc3cc(F)c(-c4cc(F)cc(F)c4)cc23)C[C@@H](C)O1,-10.3,
1_13,Nc1nc(N2CCOCC2)c2cc(Nc3nc4cc(F)ccc4cc3-c3cc(F)c4ccc(F)cc4c3)c(F)cc2n1,-10.5,
1_14,C[C@@H]1CN(c2nc(N)nc3cc(F)c(Nc4nc(N)nc5ccc(C6=CC7=C[C@@H](C(=O)O)C[C@@H](C7)C6)cc45)cc23)C[C@@H](C)O1,-9.2,
1_15,C[C@@H]1CN(c2nc(O[C@@H]3CCN(C(=O)c4ccc5[nH]c6ccc(C(F)(F)F)cc6c5c4)C3)nc3ccccc23)C[C@@H](C)O1,-9.6,
1_16,Cn1c(-c2n[nH]c3cc(F)c(Nc4nc5ccccc5cc4-c4ccc5[nH]cc(C(=O)N6CCC(F)C6)c5c4)cc23)cc2ccccc21,-10.0,
1_17,CC(C)(C)C(=O)N1C(=O)CC2C(C(=O)N3c4ccccc4C4(CC5CC(C(=O)N6c7ccccc7CCc7cc(Nc8nc(N)c9ccccc9n8)ccc76)CC4C5)C4C(=O)NC(=O)C43)C21,-8.3,
1_18,Nc1nc(N)c2cc(Nc3nc(Oc4ccc5ccccc5c4)nc4ccccc34)ccc2n1,-9.6,
1_19,Cc1cc(C(=O)N2CCC3(CC2)Cc2ccccc2O3)cc(-c2ccc3nc(N)nc(N)c3c2)c1,-9.3,
1_20,Fc1cc2c(cc1-c1nc(Nc3cccc(-c4cnc5[nH]ncc5c4)c3)c3ccccc3n1)OCCO2,-10.5,
