ligand_names,smiles,vina_score,vina_path,score,adjusted_score
1_0,O=C1NCC2CN(C(=O)c3ccccc3)CCN2c2nc3cc(C(=O)N4C5CCC4CC(N4CCOCC4)C5)ccc3cc21,-8.8,,-8.8,-8.8
1_1,Cn1c(=O)c2c(nc(-c3ccc(N4CCN(C(=O)c5ccc(C(N)=O)cn5)CC4)cc3)n2C2CCOCC2)n(C)c1=O,-7.2,,-7.2,-7.2
1_2,NS(=O)(=O)c1ccc(Nc2nc(C(=O)NC3CCCC3)c(NC(=O)Nc3ccccc3S(N)(=O)=O)c(-c3ccccc3)n2)cc1,,,0.0,0.0
1_3,CS(=O)(=O)c1ccc(NCC(=O)N2[C@@H]3CN(c4ccc5nc6ccccc6cc5c4)C[C@@H]3C[C@@H]2C(=O)N2CCN(c3cccc4ccccc34)CC2)cc1,-9.1,,-9.1,-9.1
1_4,C[C@H](CCCC(C)(C)O)[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4[C@@H](CC[C@H]5C(C)(C)[C@@H](O)CC[C@]45C)[C@@]3(C)CC[C@@]21C,-7.3,,-7.3,-7.3
1_5,O=C1c2ccc3ccccc3c2C2(CCN(c3ncccn3)CO2)N1CCc1ccc(N2CCOCC2)cc1,-8.3,,-8.3,-8.3
1_6,COc1cc(C)ccc1/C=C1\C(=O)Nc2cc(Oc3cc(C(=N)N)ccc3C(F)(F)F)c(OC)cc21,-7.8,,-7.8,-7.8
1_7,C[C@H]1CN(c2nc(N3CCN(C)CC3)nc3c2CCN(C(=O)c2cc(Cl)ccc2O)C3=O)C[C@@H]1Oc1ccc2ccccc2c1,-8.3,,-8.3,-8.3
1_8,CN(C)C(=O)N1CCC(c2cc3cc(Nc4ncnc5ccc(C(=O)Nc6ccc(NC(=O)CN7CCCC7)cc6)cc45)ccc3o2)CC1,-7.0,,-7.0,-7.0
1_9,N=C(N)c1cccc(Oc2ccc3c(c2)c2c(Cl)cccc2n3Cc2c[nH]c3ccccc23)c1,-8.9,,-8.9,-8.9
1_10,N#Cc1ccccc1-c1nc(N2CCN(c3ccc(F)cc3)CC2)c2ccccc2n1,-8.7,,-8.7,-8.7
1_11,O=C(c1ccccc1)N1C[C@H]2CCCC[C@@H]2[C@@H]1CN(Cc1ccccc1)S(=O)(=O)c1ccc2ccccc2c1,-8.8,,-8.8,-8.8
1_12,CN1CCN(c2cc3cccc(NC(=O)c4ccccc4)c3c(C(=O)Nc3ccc4[nH]ccc4c3)n2)CC1,-9.0,,-9.0,-9.0
1_13,Cc1ccc(C)c(N2CCC(NC(=O)c3ccnc4cc(-c5cccc(O)c5)c(C(=O)O)cc34)CC2)c1,,,0.0,0.0
1_14,CCCN1CCN(CCOc2cc3c(=O)cc(-c4ccc(O)c(OC)c4)oc3c(C)c2C)CC1,-7.5,,-7.5,-7.5
1_15,O=C(c1ccc(-c2nc3cc(C(=O)N4CCC[C@@H]4CO)ccc3[nH]2)cc1)N1CCOCC1,-7.5,,-7.5,-7.5
