ligand_names,smiles,vina_score,vina_path
1_0,NC(=O)c1ccc2[nH]nc(-c3cc(F)c(C(=O)N4CC5CN(c6ncc(F)cn6)C5C4)c(F)c3)c2c1,,
1_1,Cc1n[nH]c2cc(C(=O)N3CCC(c4cccc5ncnc(Nc6ccc(F)c(F)c6)c45)CC3)ccc12,-8.7,
1_2,Cc1[nH]c2ccc(NC(=O)Nc3ccc4c(c3)OCCO4)cc2c1C(=O)N1CCC(F)(F)CC1,-8.4,
1_3,C[C@@H]1CN(Cc2cccc(C(F)(F)F)n2)CCN1C(=O)c1ccc2c(N3CCN(c4ccc5c(c4)OCCO5)CC3)ncnc2c1,-8.8,
1_4,O=C1N[C@@H](c2ccc3ccccc3c2)CC2(CCN(C(=O)N3Cc4ccccc4C[C@H]3C(=O)Nc3ccccc3)CC2)N1,-9.0,
1_5,O=C(Nc1ccc2c(c1)OCCO2)c1ccc2nc(NC3CCN(C(=O)c4ccc(O)cc4)CC3)ncc2c1,-8.3,
1_6,Cc1ccc2[nH]cc(C(=O)NC3CC4CCC(C3)N4C(=O)c3cccc(C(=O)N4CCN(C(=O)C5CCCCC5)CC4C)c3)c2c1,-9.2,
1_7,Nc1ncnc2ccc(-c3cccc(N4C(=O)c5ccccc5C4=O)c3)cc12,-8.4,
1_8,O=C(Nc1cccc(F)c1)N1CCN([C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)[C@@H]2CCCN2C(=O)c2ccc3c(c2)c2c4ccccc4[nH]c2c2[nH]c4ccc(F)cc4c32)CC1,-9.6,
1_9,Cc1ccccc1Nc1n[nH]c2cc(C(=O)N3CCN(C(=O)Nc4ccc5oc(-c6ccccc6)cc5c4)CC3)ccc12,-8.3,
1_10,O=C(C1CCN(c2nc(Nc3ccccc3)c3ccccc3n2)CC1)N1CCC(c2ccc3[nH]nc(-c4cccc(F)c4)c3c2)CC1,-10.3,
1_11,Cc1cc(C)n(-c2ccccc2C(=O)N2CCN(c3nc(NC4CCOCC4)c4cc(C(F)(F)F)ccc4n3)CC2)n1,-9.1,
1_12,O=C(c1ccc(F)cc1Nc1nc(Nc2ccc3c(c2)OCCO3)nc2ncc(C(=O)N3CC4CCC3CC4)cc12)N1CCOCC1,-8.9,
1_13,C=C1C(=O)CC[C@H]2[C@@H]3[C@H](CC[C@@H]12)C[C@H]1C[C@@H]2C[C@H]4C[C@@H]2[C@@H]3[C@@H]1C4,-7.0,
1_14,c1ccc2c(Nc3nc(Nc4ccc5c(c4)OCCO5)nc(Nc4ccc5c(c4)OCCO5)n3)c3ccccc3cc2c1,-9.9,
1_15,CC1=CC[C@@]2(CC(=O)NC(c3ccccc3)=N2)[C@H]2C=C[C@H](OC(=O)c3ccc4ccccc4c3)[C@@H](C)[C@H]12,-9.3,
1_16,O=C(CN1CCN(c2cnc3ccccc3c2)CC1)Nc1nc(Nc2c3ccccc3nc3ccccc23)c2ccccc2n1,-9.5,
1_17,Cc1cc2ccc(N3CCN(Cc4cc(-c5cnc6[nH]ccc6c5)nc5ccc(O)cc45)CC3)cc2oc1=O,-9.9,
1_18,Cc1cc(Nc2nc(Nc3ccc(F)c(F)c3)nc3cc(C(=O)N4CCC(N5C(=O)NC(C)(C)C5=O)CC4)ccc23)ncn1,-9.5,
1_19,CN1C(=O)C(NC(=O)c2nc(-c3cccc(C(F)(F)F)c3)nc3cc(O)ccc23)(C(F)(F)F)Cc2ccccc21,-9.6,
1_20,CC1CN(C(=O)c2cc(Nc3ncnc4ccc(-c5cc(F)cc(NC(=O)CN6CCOCC6)c5)cc34)cc(C(F)(F)F)c2)CO1,-8.6,
1_21,CC1(C)O[C@H]2C(C(=O)NCc3ccc4[nH]ccc4c3)=C[C@H]3[C@H](CC[C@]4(C)[C@@H](O)C[C@@H]5O[C@@H](c6ccoc6)[C@]5(C)[C@H]34)[C@H]2O1,-8.5,
1_22,Cc1cc(NS(=O)(=O)c2ccc3c(c2)C(=O)NC3N2CC(=O)N(C)c3ccccc32)nc2ccccc12,-9.7,
1_23,Nc1ncnc2c1c(-c1cc3cc4c(cc3oc1=O)OCO4)cn2Cc1ccc2ccccc2c1,-8.7,
1_24,O=C(Nc1ccc2c(c1)OCCO2)C1CCC(C(=O)N2CCN(S(=O)(=O)c3ccc(F)c(C(F)(F)F)c3)CC2)CC1,-7.9,
1_25,Nc1nc(-c2cc3c(NC4CCN(c5n[nH]c6ccc(F)cc56)CC4)ncnc3cc2F)c2cc[nH]c2n1,-9.2,
1_26,Cc1ccc2c(O)c3c(cc(Nc4cccc(C(=O)Nc5cccc(F)c5)c4)c4c5ccccc5ccc34)nc2c1,-10.1,
1_27,O=C1[C@@H]2CN3C(=O)c4c(ccc5c4CCO5)OC[C@H]3CN2C(=O)N1c1ccc(F)cc1,-8.7,
1_28,Nc1nc(N)c2cc(F)c(N3CCN(C(=O)CN4C(=O)c5[nH]c6cc7c(ccc8ccccc87)cc6c5C4=O)CC3)cc2n1,-9.5,
1_29,O=C(N1CCN(c2ncnc3c(NCc4ccc5ccccc5n4)cccc23)CC1)C1(O)CCC(O)CC1,-8.5,
1_30,Cc1ccc2ncnc(N3CCC[C@H]3c3cc4cc(NC(=O)[C@@]5(Cc6cc7ccccc7[nH]6)CCNC5)ccc4[nH]3)c2c1,-9.1,
1_31,O=C(Nc1ncnc2[nH]ccc12)C1CCN(C2(c3nc4ccccc4o3)C(=O)Nc3ccc(F)cc32)CC1,-8.3,
1_32,Fc1cccc(Nc2nc(N3CCOCC3)nc3ccc(Nc4c5ccccc5nc5cc6c(cc45)OCO6)cc23)c1,-9.7,
1_33,Cc1cc(C(=O)Nc2ccccc2CN2C(=O)NC3(CCC3)C2=O)c2ccc(Cl)cc2n1,-8.3,
1_34,Cc1cc(C)c2oc(C(=O)Nc3cccc4c(N5CCN(C)CC5)nc(-c5ccc6ccccc6c5)nc34)nc2c1,-8.9,
1_35,O=C(c1nc2ccccc2nc1N1CCCCC1)N1CCC2(CC1)OCCO2,-7.5,
1_36,CN1CCN(C(=O)Nc2ccc3nc(-c4c[nH]c5ccccc45)nc(Nc4cccc5ccccc45)c3c2)CC1,-9.5,
1_37,O=C(c1ccc2c(c1)OCCO2)N1CCC2(CC1)C1CN(C(=O)C3CCCCC3)S(=O)(=O)C1CN2C(=O)C1CCCCC1,-8.8,
1_38,CN1CCN(c2ccc3cc(C(=O)Nc4ccc5[nH]cc(-c6nc7cc(F)ccc7[nH]6)c5c4)ccc3n2)CC1,-9.0,
1_39,NC(=O)c1ccc(CNc2nc(Nc3cc4c(cc3F)OCCO4)c3ncc(O)nc3n2)cn1,-9.6,
1_40,O=C(N[C@@H](Cc1ccccc1)C(=O)N1C[C@H]2CC[C@@H]1CC2)c1c(-c2cc3ccccc3[nH]2)ccc2cc3c(cc12)OCO3,-9.2,
1_41,CN1CCN(c2cccc(Nc3nc(Nc4ccc5cc(O)c(O)cc5c4)c4cc5ccccc5cc4n3)c2)CC1,-9.4,
1_42,O=C1CC(C(=O)NC23CC4CC(CC(C4)C2)C3)(c2cc(F)ccc2F)CN1c1ncnc2[nH]ccc12,-9.0,
1_43,Cn1cc(-c2ccc3nc(NC4CCN(C5CCN(Cc6cc7c(cc6F)N(C6CCC(=O)NC6=O)C7=O)CC5)CC4)ncc3c2)cn1,-8.6,
1_44,Cc1cc(C(F)(F)F)c2[nH]c(C(=O)Nc3ccc(Oc4ccc5c(c4)C(=O)N(C4CCCCC4)C5=O)cc3)nc2n1,-8.7,
1_45,O=C(c1c[nH]c2ccccc12)N1CCN(c2nc(Nc3cccc(F)c3)c3ccccc3n2)CC1,-8.8,
1_46,O=S(=O)(c1ccc2c(Nc3ccc(F)cc3)nc(N3CCOCC3)nc2c1)N1CCOCC1,-7.6,
1_47,O=C(c1ccc2ccccc2c1)N1CCC2(CC1)NC(=O)N(Cc1c[nH]c3ccccc13)C2=O,-8.5,
1_48,CN1CCC(c2cn(C[C@H]3CN(c4cccc(NC(=O)c5cc(-c6ccc([C@H]7CCCN7C(=O)c7cc8ccccc8nc7N)cc6)nc6ccccc56)c4)C(=O)O3)nn2)CC1,-8.1,
1_49,O=C(c1ccc2c(c1)OCCO2)N1CC[C@@H]2CN(C(=O)c3ccc4c(c3)OCCO4)C[C@H]2C1,-8.0,
1_50,O=C(c1cc(F)cc(-c2ccc(Oc3cc(C(F)(F)F)cc4[nH]ccc34)c(F)c2)c1)N1CCOc2ccccc21,-9.2,
1_51,C[C@@H](n1c(N2CCN(C(=O)CN3C(=O)N[C@H](c4cccc(C(=N)N)c4)C3=O)CC2)nc2ccccc21)C(F)(F)F,-7.8,
1_52,C[C@@H]1CN(c2cc(N3CC[C@@H](F)C3)nc(-c3cc(-c4cc(NC5CC5)nc5[nH]ccc45)nc4[nH]ccc34)n2)C[C@@H](C)O1,-9.2,
1_53,Cc1cc(-c2nc3cc(NC(=O)c4ccnc(N)c4)ccc3o2)ccc1Oc1ccc2c(NC(=O)N3CCOCC3)n[nH]c2c1,-9.6,
1_54,NC(=O)c1ccc2[nH]cc(C(=O)N3C[C@@H]4Cc5ccccc5CN4C(=O)[C@H]3Cc3cccc(C(F)(F)F)c3)c2c1,-8.4,
1_55,O=C1NC(=O)C2(CCN(c3cccc4c(Nc5cccc(Nc6ncc7ccc(F)cc7n6)c5)ncnc34)CC2)N1,-9.8,
1_56,O=C(Nc1cc2c3c(cccc3c1)CN(C1CCN(C(=O)Cc3c[nH]c4ccccc34)CC1)C2=O)C1CN(CCc2ccccc2)C1,-8.1,
1_57,O=C(Oc1cccc2ccccc12)N1C[C@@H]2[C@H](C1)C(=O)N1C(=O)c3ccccc3C[C@H]21,-8.4,
1_58,O=c1c2nc3cc(Oc4cccc(F)c4)ccc3cc2nc(Nc2ccc(F)cc2)n1Cc1ccccc1,-8.4,
1_59,O=C(Nc1cc(F)cc(F)c1)c1ccc2cnc(N3[C@H]4CC[C@@H]3N(C(=O)Nc3ccc5c(c3)OCCO5)[C@H](C(=O)N3CCOCC3)C4)cc2c1,-8.8,
