ligand_names,smiles,vina_score,vina_path,score,adjusted_score
1_0,COc1cc(F)cc(-c2cc(F)nc(Nc3cc4c(N5C[C@@H](C)O[C@H](C)C5)nc([C@]5(C)NC(=O)NC5=O)nc4cc3F)n2)c1,-9.2,,-9.2,-9.2
1_1,Oc1cc2c(cc1-c1cc3cc4ccccc4nc3c(-c3ccc4c(c3)OCO4)n1)OCO2,-8.8,,-8.8,-8.8
1_2,O=C(Nc1ccc2[nH]nc(-c3ccc4[nH]ncc4c3)c2c1)c1ccc2[nH]c3ccc(C4CCNCC4)cc3c2c1,,,0.0,0.0
1_3,Nc1nc(N)c2cc(NC(=O)c3ccc4c(-c5cc6c(NC7CC8CCC7C(=O)N8)n[nH]c6cc5F)n[nH]c4c3)ccc2n1,-9.9,,-9.9,-9.9
1_4,CC1CC2C(CN2c2nc(Nc3cc(-c4cc5c(cc4F)OCCO5)cc4[nH]ncc34)c3ccc(F)cc3n2)O1,-10.1,,-10.1,-10.1
1_5,CN1C(=O)C(C2CNC(c3cccc4ccccc34)N2C(=O)Cc2nc(N)c3ccccc3n2)CC12Cc1ccccc1C2,-11.2,,-11.2,-11.2
1_6,NC(=O)c1cccc(Nc2nc(Nc3nc(-c4c[nH]c5ccccc45)nc4ccccc34)nc3ccccc23)c1,-10.2,,-10.2,-10.2
1_7,C[C@H]1CN(c2cccc3cc(-c4nc(Nc5cc6c(cc5F)OCCO6)c5ccccc5n4)ccc23)C(=O)O1,-9.5,,-9.5,-9.5
1_8,Nc1nc(Nc2cc3c(cc2F)OCCO3)c2cc(-c3cc(F)c(F)c(C4CCC(=O)N4)c3)ccc2n1,-10.7,,-10.7,-10.7
1_9,Cn1nc(C(N)=O)cc1Nc1nc(Nc2nc(-c3cc4c(cc3F)OCCO4)cc3ccccc23)nc2ccccc12,-9.8,,-9.8,-9.45
1_10,Fc1cc(F)cc(Nc2nc(Nc3cc(-c4cc5c(cc4F)OCCO5)cc4cnncc34)c3ccccc3n2)c1,-10.1,,-10.1,-10.1
1_11,NC(=O)c1cccc(Nc2nc(Nc3cc(-c4ccc5c(c4)OCO5)nc4ccccc34)nc3ccccc23)c1,-9.5,,-9.5,-9.5
1_12,O=C(N1CC(O)(c2ccc3[nH]nc(C4CN(C(=O)C5(c6cccc(F)c6)CC5)C4)c3c2)C1)C1(F)CNC1,-8.6,,-8.6,-8.6
1_13,CNc1n[nH]c2nc(N)nc(-c3n[nH]c4ccc(-c5n[nH]c6ccc(-c7ccc8c(c7)OCCO8)cc56)cc34)c12,-10.2,,-10.2,-10.2
1_14,Fc1cc2c(cc1Nc1nc(Nc3ccc4[nH]ncc4c3)nc3cnc(-c4cc5c(cc4F)OCCO5)cc13)OCCO2,-9.7,,-9.7,-9.7
1_15,CN1CC2(CC(n3cc(-c4ccc5oc(C(F)(F)F)cc5c4)c4ccccc43)CN2C(=O)C2(C)C(=O)NC(=O)NC2=O)CC12CCc1nc3ccccc3cc1C2,-9.6,,-9.6,-9.6
1_16,O=C1NC(=O)C2C1C1C(=O)N(C3Cc4cccc5c4CC4(C5)NC(=O)N(C3=O)C4=O)C(=O)C1C2c1cc2cc(F)ccc2[nH]1,-9.5,,-9.5,-9.5
1_17,O=C(c1ccc(-c2nc(Nc3nc(Nc4ccc5c(c4)OCCO5)c4ccccc4n3)c3ccccc3n2)cc1)N1CCOCC1,-9.0,,-9.0,-9.0
1_18,C[C@@H]1C[C@@H](Oc2cc3c(N)nc(N)nc3cc2F)CN1C(=O)c1ccc2nc(N[C@H]3[C@H]4C[C@@H]5C[C@](F)(C4)C[C@@]3(F)C5)oc2c1,-10.1,,-10.1,-10.1
1_19,Nc1nc(Nc2cc3c(cc2F)OCCO3)c2nc(N3CCC4(CC3)OOc3c(F)cc(Br)cc34)ncc2n1,-9.2,,-9.2,-9.2
