ligand_names,smiles,vina_score,vina_path
1_0,O=C(Nc1ccc(F)cc1)C1CCN(c2nc(-c3ccc4[nH]ncc4c3)nc3[nH]ccc23)CC1,-8.4,
1_1,CC1=C(C(=O)Nc2cccc3ccccc23)C(Cc2ccc3ccccc3c2)NC(=O)N1,-8.9,
1_2,O=C(Nc1ccc2c(-c3cnc4[nH]ccc4c3)n[nH]c2c1)NC12CC3CC(CC(C3)C1)C2,,
1_3,O=C(Nc1cc(C2CCNCC2)nc2ccc(-c3c[nH]c4ccccc34)cc12)c1ccc2ccccc2c1,-9.5,
1_4,Cc1nc(Nc2cccc(F)c2)c2nc(Nc3ccc4c(c3)OCCO4)nc(Nc3ccc4c(c3)OCCO4)c2n1,-9.3,
1_5,O=c1cc(-c2c[nH]c3ccccc23)oc2ccc(-c3ccccc3-c3cc4ccccc4[nH]3)cc12,-9.3,
1_6,O=C(Nc1cc(Oc2ccc3cc[nH]c3c2)c2ccccc2n1)C1CC(=O)N(c2ccc3cc(F)ccc3n2)C1,-9.3,
1_7,O=C1c2cc3cc(Nc4nc(N5CCOCC5)nc5[nH]ccc45)ccc3nc2O[C@@H]2c3cc4c(cc3CCN12)OCO4,-9.4,
1_8,O=C(c1ccc2[nH]ncc2c1)N1CCN(c2cc(-c3cc4ccc(O)cc4[nH]c3=O)cc3cc(O)ccc23)CC1,-9.9,
1_9,O=C(Nc1ccc2[nH]ncc2c1)c1ccc2cc(C(=O)Nc3cc4c(c(-c5cc6ccccc6[nH]5)c3)CCO4)[nH]c2c1,-8.8,
1_10,Cn1c(=O)[nH]c2cc(-c3cc(Nc4cccc5cccnc45)nc(NC4CCCCC4)n3)ccc2c1=O,-10.2,
1_11,O=C(Nc1cccc(-c2nc3ccccc3cc2-c2nc3ccccc3[nH]2)c1)Nc1ccc2ccccc2c1,-8.8,
1_12,O=C1NC(=O)[C@H]2[C@@H]1CC[C@H]2N1C[C@@H]2[C@@H](c3cnc4ccccc4c3)OC(=O)N2[C@@H](Cc2ccccc2)C1=O,-9.0,
1_13,O=C(c1cc(-c2nc3ccccc3[nH]2)cc2c(=O)c3ccccc3[nH]c12)N1CCN(c2cnc3ccccc3n2)CC1,-10.2,
1_14,Fc1cc2c(cc1Nc1nc(Nc3cccc4cccnc34)c3ccccc3n1)OCCO2,-10.5,
1_15,C[C@@H]1CCCN1c1nc(Nc2cccc(S(=O)(=O)Nc3ccc4[nH]ccc4c3)c2)c2cc(C(N)=O)ccc2n1,-9.4,
1_16,C[C@@H]1CN(c2nc(-c3cnc(N)nc3)nc3cc(F)c(-c4cnc5ccc(C(F)(F)F)cc5n4)cc23)C[C@@H](C)O1,-10.0,
1_17,O=C(c1c[nH]c2ccccc12)N1C(=O)C(N2C(=O)COc3ccccc32)Nc2ccccc21,-9.1,
1_18,CC(=O)N1CCN(C(=O)C2CCN(c3cc(C)c4cc(F)c(-c5nc6cc(F)ccc6[nH]5)cc4n3)CC2)CC1,-8.3,
1_19,CC1(C)C=Cc2cc(N3C(=O)Cc4cc5c(cc4[C@@H]3c3c[nH]c4ccccc34)OCO5)ccc2O1,-8.4,
1_20,O=C1CCN(C(=O)c2cccc3[nH]cc(-c4[nH]c5ccccc5c4NC(=O)C45CC6CC(CC(C6)C4)C5)c23)C(=O)N1,-9.3,
1_21,O=C1CCC2C(Cc3c([nH]c4ccc(C(F)(F)F)cc34)N2C(=O)c2ccc3ccccc3c2)N1,-8.7,
1_22,C[C@H]1C[C@H]2[C@H](C)O[C@H](c3cc(-c4cnc5ccc(F)cc5c4)nc(NC4(CO)Cc5ccccc5C4)n3)CN2C1=O,-8.8,
1_23,O=C1CC(c2ccc3cc(Oc4ccc5ccccc5c4)ccc3c2)Nc2ccccc21,-9.0,
1_24,O=C1CN(C(=O)C2(F)CC2)CCN1Cc1cc2ccccc2nc1-c1ccc2[nH]ccc2c1,-8.9,
1_25,CC1(C(=O)N2CCC(C(=O)N3CCC4(CC3)Cc3cc(F)ccc3-c3c(-c5cccc6ccccc56)n[nH]c34)CC2)CNC(=O)N1,-8.8,
1_26,CN1CCC(NC(=O)c2ccc3c(-n4c(-c5ccc6ccccc6c5)nc5ccccc5c4=O)cccc3c2)CC1,-8.4,
1_27,CN1C(=O)CCC12CCN(C1CCN(C(=O)c3ccc4c(c3)-c3cc5c(cc3-c3ccccc3N4)OCO5)CC1)CC2,-9.7,
1_28,CN1CCN(c2nc(N3CC[C@H](F)C3)nc3cc(F)c(Nc4ncnc5cc(C(=O)N6CCOCC6)c(F)cc45)cc23)CC1,-8.4,
1_29,O=C(Nc1ccc2ccc(-c3c[nH]c4ccc(-c5c[nH]c6ccccc56)cc34)cc2c1)c1cccnc1Nc1ccc2cc[nH]c2c1,-10.0,
1_30,CC(=O)N1CCN(c2nc(Nc3c4ccccc4nc4ccccc34)c3ccccc3n2)CC1,-8.7,
1_31,Cc1cc(N2C(=O)c3c([nH]c4ccccc34)C2c2ccc3[nH]ncc3c2)nc(-c2ccc3c(F)ccnc3c2)n1,-10.5,
1_32,O=C(Nc1cccc2cccnc12)c1c(-c2ccc3ccccc3c2)[nH]c2ccccc12,-9.4,
1_33,CC(=O)N1CCN(c2nc(Nc3cc(-c4cccc(C(N)=O)c4)nc4ccccc34)nc3ccccc23)CC1,-9.2,
1_34,C[C@H]1COCCN1C(=O)c1ccc2c(N3CCC(c4[nH]c5c(F)cc(F)cc5c4C(=O)N4CCOC[C@H]4C)CC3)ccnc2c1,-8.6,
1_35,C[C@]12C(=O)OC[C@H]1[C@@H](c1ccccc1)Oc1cc3c(O)c4cc(O)ccc4nc3cc12,-8.2,
1_36,O=C1COc2ccccc2N1C(=O)c1cc(-c2ccc3[nH]ccc3c2)nn1-c1ccccc1,-9.1,
1_37,C[C@]12c3cc4c(Nc5ccc6c(c5)OCCO6)ncnc4cc3CC[C@H]1N[C@H]1C(=O)N(C3CC3)[C@@H](Cc3c[nH]c4ccccc34)C(=O)N12,-10.0,
1_38,CC(=O)N1CCC2(CC1)CC(=O)N(c1cc(O)cc(-c3cc(Nc4cccc5cccnc45)c4ccccc4n3)c1)C2=O,-10.8,
1_39,Nc1ncnc2ccc(Oc3ccc4cc(-c5c[nH]c6ccc(-c7ccc8[nH]ccc8c7)cc56)oc4c3)cc12,-9.8,
1_41,Cc1ccc2c(Nc3nc(C(=O)Nc4cccc(C(F)(F)F)c4)cc4cc(N5CCN(C)CC5)ccc34)c(C)c(C)nc2c1,-9.6,
1_42,O[C@H]1CCN(c2nc(Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)nc3ccc(-c4n[nH]c5c(C6CCNCC6)cccc45)cc23)C1,-9.5,
1_43,NC(=O)c1cccc2[nH]cc(C(=O)Nc3c4ccccc4nc4[nH]c5cc6ccccc6cc5c34)c12,-9.9,
1_44,CC1(C(=O)Nc2cccc(NC(=O)c3ccc4[nH]c(-c5ccc6ccc(C(F)(F)F)cc6c5)cc4c3)c2)NC(=O)NC1=O,-9.6,
1_45,O=C1[C@@H]2CN(C(=O)c3ccc4ccccc4c3)[C@@H](c3ccc4ccccc4c3)[C@H]2C(=O)N1Cc1ccc2ccccc2c1,-8.9,
1_46,O=C(c1ccc2cnc(Nc3cccc(N4C(=O)c5cc6c(cc5C4=O)OCC6)c3)nc2c1)N1CCN(C(=O)C2CCCC2)CC1,-9.0,
1_47,Cc1cc(C)cc(NC(=O)c2cc3cc[nH]c3cc2-c2cc(N3C(=O)OC[C@@H]3C)nc(N3CCOCC3)n2)c1,-9.2,
1_48,O=C(Oc1ccc2ccccc2c1)N1CCC2(CC1)C(=O)Nc1cc3ccccc3cc1N2Cc1ccc2c(c1)OCCO2,-9.9,
1_49,CN1C(=O)C2CC1CC(N1C(=O)c3c(n(-c4ccc5c(c4)OCO5)c(=O)n(C4CCC(=O)NC4=O)c3=O)C1c1ccc3c(c1)OCO3)C2,-9.6,
1_50,O=C(c1cc(Nc2ccc3cc(Nc4c5ccccc5nc5cc(O)ccc45)ccc3n2)nc(Nc2cccc(F)c2)n1)N1CCOCC1,-8.8,
1_51,O=C1CN(C(=O)c2ccc3c(c2)OCCO3)C(N2CCOCC2)=C1C(=O)Nc1ccc2c(c1)OCCO2,-8.5,
1_52,O=C(Nc1ccc2c(c1)OCCO2)c1cc(-c2ccc3oc(-c4c[nH]c5ccc(F)cc45)cc3c2)cc2ccccc12,-9.7,
1_53,Nc1nc2cc(-c3ccc4c(c3)C(c3cccc(-c5ccc6[nH]nc(N)c6c5)c3)CN4)ccc2[nH]1,-9.7,
1_54,Cc1ccc(Nc2ncnc3c2nc(-c2ccc4ccccc4c2)n3Cc2cccc(F)c2)cc1C,-9.7,
1_55,Cc1ccc2c(Nc3cc4c(cc3F)OCCO4)nc(Nc3ccc4[nH]ncc4c3)nc2n1,-10.3,
1_56,Cc1ccc2c(=O)n(-c3ccc4ccccc4c3)c(Cc3nc(Nc4ccccc4)c4ccccc4n3)nc2c1,-9.6,
1_57,O=C(Nc1ccc2ccc(Nc3ncc4ccccc4n3)cc2c1)Nc1ccc2cc3c(cc2c1)OCCO3,-8.7,
1_58,C[C@H]1COc2ccccc2N1C(=O)N1C[C@@H]2CN(Cc3ccc4c(c3)OCCO4)C(=O)[C@H]2C1,-8.7,
1_59,O=C(NC1CCCC1)C1CC(=O)N(c2nc(-c3cc(-c4ccc5c(c4)OCO5)nc4[nH]ccc34)nc3ccccc23)C1,-9.8,
1_60,CN1CCC(Nc2nc(Nc3ccc4c(c3)OCCO4)c3cc(N4C(=O)c5ccccc5C4=O)ccc3n2)CC1,-8.7,
1_62,Cc1cccc(Nc2nc(Nc3ncnc4[nH]ccc34)nc(N3CCN(C4(C)CCOCC4)C[C@H]3C)n2)c1,-8.2,
1_63,O=C(Nc1ccc2ccccc2c1)Nc1ccc2[nH]c3cccc(C(=O)Nc4ccc5[nH]ncc5c4)c3c2c1,-9.2,
1_64,Cc1cc(C)cc(C(=O)Nc2ccc3c(Nc4cccc(O)c4)cc(Oc4ccc5nc(C(N)=O)ccc5c4)nc3c2)c1,-9.5,
1_65,O=C1NC(=O)C(c2cccc(F)c2)(N2CCN(C(=O)Nc3ccc4c(c3)OCCO4)CC2)N1,-8.2,
1_66,O=C(NC1C(=O)Nc2cc3nc4ccccc4cc3cc21)c1ccc2nc3ccccc3nc2c1,-9.0,
1_67,Cc1cc(-c2cc(C(=O)N3CCC(F)CC3)nc3ccccc23)nc(Nc2ccc3[nH]ccc3c2)n1,-9.7,
1_68,Cn1c(-c2ccc3[nH]ncc3c2)nc2cc(Nc3n[nH]c4ccc(-c5ccccc5F)cc34)ccc21,-8.6,
1_69,CN1CCN(c2nc(Nc3cccc(F)c3)c3cc(-c4c[nH]c5ccccc45)ccc3n2)CC1,-8.3,
1_70,O=C(Nc1ccc2ccccc2c1)Nc1ccc2c(Nc3c4ccccc4nc4ccccc34)cccc2n1,-9.6,
1_71,Nc1nc(N)c2cc(-c3ccc4cc(C(F)(F)F)ccc4n3)cc(-c3cccc4cc(C(F)(F)F)ccc34)c2n1,-9.9,
1_72,O=C1N(c2ccc3ccccc3n2)C(=O)C1(Oc1ccc2ccccc2c1)c1ccc2[nH]nc(-c3ccccc3)c2c1,-10.1,
1_73,c1ccc2nc(Oc3ccc4nc5ccc(Oc6ccc7ccccc7n6)cc5cc4c3)ccc2c1,-8.8,
1_74,Cc1cc2c(Oc3ccc4c(c3)OC(C)(C)C4)nc(Nc3cccc4ccccc34)nc2[nH]1,-9.7,
1_75,O=C(c1cc2cc(-c3cc(N4CCN(C(=O)C5CCOCC5)CC4)c4ccc(F)cc4n3)ccc2[nH]1)N1CC[C@@H](O)C1,-9.6,
1_76,O=C(c1cc(F)cc(Nc2cc(-c3ccccc3)nc3ccccc23)c1)N1CCN(c2cnc3cc(O)ccc3c2)CC1,-9.9,
1_77,O=C1CC(=O)c2cc(NC(=O)N3CCN(c4ccc5c(c4)Cc4ccccc4-c4nc6ncccc6cc4O5)CC3)ccc21,-9.6,
1_78,CC1=C(C(=O)N2CCC(C(=O)N3CCCC3)CC2)[C@H]2Oc3c(ccc4cc5c(cc34)OCO5)[C@@H](NC(=O)c3cc(F)cc(F)c3)[C@@H]2O1,-9.0,
1_79,Cc1cc(Nc2ncc3cc(F)c(O)cc3n2)cc(Nc2nc(N3CCOCC3)nc3ccc(F)cc23)c1,-10.8,
1_80,Nc1nc(N2CCOCC2)nc2cc(NC(=O)Nc3cccc(Nc4cnc5ccccc5n4)c3)ccc12,-9.5,
1_81,O=C1c2ccccc2C(=O)c2c1[nH]c1nc3cc4ccccc4cc3cc1c2=O,-9.2,
1_83,Nc1nc(N)c2cc(-c3cc(O)cc(-c4nc(N)c5ccccc5n4)c3)ccc2n1,-9.3,
1_84,O=C(Nc1ccc2[nH]ccc2c1)c1cc(NC(=O)c2ccc3c(c2)OCCO3)cc(C(F)(F)F)c1,-8.8,
1_85,Cc1cccc(Nc2nc(Nc3ccc4[nH]ccc4c3)c3cc(F)c(N4CCOCC4)cc3n2)c1,-9.0,
1_86,CN1CCN(c2cc(-c3ccc4[nH]ccc4c3)nc(Nc3cccc(Oc4ncnc5[nH]ccc45)c3)n2)CC1,-9.8,
1_87,Cc1cccc(Nc2cc(C(=O)Nc3ccc4nc(Nc5ccc6c(c5)OCCO6)ccc4c3)c3cc[nH]c3n2)c1,-9.0,
1_88,CC1(C(=O)N2CCC(Nc3nc4ccccc4nc3Nc3ncnc4ccccc34)CC2)Cc2ccccc2N1,-8.8,
1_89,O=C1NC(=O)C2(CCOCC2)C(=O)N1c1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,-8.8,
1_90,O=C(Nc1ccc2nc(-c3ccc4[nH]ccc4c3)cc(O[C@@H]3CCN(C(=O)C4(F)CC4)C3)c2c1)c1cnc2ccccc2c1,-8.9,
1_91,N[C@@H]1COc2cc(F)cc(F)c2[C@H]1NC(=O)c1ccc2[nH]c(-c3cc4ccccc4[nH]3)nc2c1,-8.6,
1_92,O=C(Nc1cccc(C2(c3ccc4ccccc4c3)CCNCC2)c1)N1CCC2(CC1)OCCO2,-8.6,
1_93,CC1(c2ccccc2)C(=O)Nc2nc3ncnc(Nc4ccnc5ccccc45)c3nc21,-9.1,
1_94,O=C1NC(Nc2ccc3[nH]ccc3c2)(c2cc3ccccc3[nH]2)C(=O)N1Cc1ccc2ccccc2c1,-9.1,
1_95,CN1CC(COc2cc(F)cc(F)c2)Oc2ccc(C(=O)Nc3ccc4ncnc(N)c4c3)cc21,-8.2,
1_96,CC(=O)N1C[C@H]2CNCC[C@@H]2c2cc(-c3nc(Nc4cc5c(cc4C)OCCO5)c4ccccc4n3)ccc21,-10.3,
1_97,Oc1c2ccccc2nc2cc(-c3cc(O)c4c(O)c5ccccc5nc4c3)ccc12,-8.6,
1_98,O=C(Nc1ccc2c(=O)n(-c3c(F)cccc3F)c(-c3ccc4ccccc4c3)nc2c1)N1CCC2(CC1)OCCO2,-8.3,
1_99,Cn1cc(-c2ccc3nc(-c4ccc(NC(=O)C5CCNCC5)c(F)c4)nc(N)c3c2)c2ccccc21,-8.0,
1_100,O=C1NCc2cccc(Nc3nc(Nc4c5ccccc5nc5ccccc45)nc(N4CCOCC4)n3)c21,-10.0,
1_101,O=C1c2ccc(-c3cc(O)c4c(c3)OCCO4)cc2C(=O)N1C1CCC(N2C(=O)C3Cc4ccccc4CC3C2=O)CC1,-8.4,
1_102,CC1CC(C)(C)Cc2c1[nH]c(=O)n2-c1nc(-c2nc3cc(C(F)(F)F)ccc3[nH]2)c2ccc(C(F)(F)F)cc2n1,-9.1,
1_103,c1cc(Nc2nc(Nc3ccc4c(c3)OCCO4)nc(N3CCOCC3)n2)c2cc[nH]c2c1,-10.2,
1_104,Nc1c2ccccc2nc2cc(C(=O)N3CCN(C(=O)c4ccc5c(c4)OCO5)CC3)cc(Br)c12,-8.8,
1_105,c1ccc2nc(Oc3nc(Nc4cccc5cn[nH]c45)nc4cc5cc[nH]c5cc34)ccc2c1,-8.8,
1_106,O=C1Nc2nc3ccccc3c(Nc3ccc4ccccc4n3)c2C1c1c[nH]c2ccccc12,-8.9,
1_107,Cn1c(NC(=O)c2ccc3c(c2)oc2nc4c(cc2[nH]c2ccccc23)COC4(C)C)nc2ccccc21,-9.5,
1_108,NC(=O)c1nn(C[C@H]2CN(S(=O)(=O)C3CC3)[C@H](c3cc(-c4ccc5[nH]ccc5c4)ccc3F)O2)c2ccc(F)cc12,-9.0,
1_109,CC1CC2CC3C(Oc4ccc(Br)cc4N3C(=O)C3(c4ccc5ccccc5c4)NC(=O)NC3=O)C2C1,-9.5,
1_110,Cc1ccc2c(Nc3ncnc4cc(F)c(N5CCN(C(=O)[C@H]6C[C@@H]7O[C@H](C(N)=O)C[C@H]7[C@@H]7C(=O)N(C8=CCCCC8)C[C@H]67)CC5)cc34)cccc2n1,-9.7,
1_111,O=C(Nc1cc2c(cc1C(=O)N1CCC3(CC1)C(=O)Nc1ccccc13)OCCO2)c1ccc2ccccc2c1,-9.5,
1_112,O=C(Nc1ccc2c(c1)OCCO2)[C@@H]1Cc2ccccc2CN1C(=O)Nc1ccc(C(F)(F)F)cc1,-8.5,
1_113,O=C([C@@H]1Cc2ccccc2CN1C(=O)c1ccc2ncc(C(=O)N3CCc4c3[nH]c3ccccc43)cc2c1)N1CCc2ccccc2C1,-9.6,
1_114,O=C1CCC(C(=O)N2CCC(C(=O)N3CCN(c4ccc5nc(N6CCOCC6)nc(Nc6c7ccccc7nc7ccccc67)c5c4)CC3)CC2)CN1,-9.2,
1_115,Oc1cc2c(Nc3ncnc4cc(-c5ccc6ccccc6c5)c(F)cc34)ncnc2cc1N1CCOCC1,-9.1,
1_116,O=C(Nc1ccc2c(c1)OCCO2)C1CCN(C(=O)c2ccc(Nc3nc(Nc4cccc(F)c4)c4ccccc4n3)cc2)CC1,-8.6,
1_117,NC(=O)c1ccc(Nc2cc(Nc3cc(-c4ccc5[nH]ccc5c4)c4ccc(F)cc4n3)c3ccccc3n2)cc1F,-10.1,
1_118,c1ccc2nc(Nc3ccc4[nH]ccc4c3)c(Nc3ccc4[nH]ccc4c3)nc2c1,-9.7,
1_119,CC1(C)NC(=O)c2cn(-c3ccc(N4C(=O)N(C5CCCCC5)C(c5ccc6ccccc6c5)C5=C4C(=O)NC5=O)cc3)c(=O)n21,-7.9,
1_120,O=C(c1cnc2ccc(Cl)cc2c1)N1CCN(C(=O)c2cc3cc(N4CCOCC4)ccc3o2)CC1,-8.6,
1_121,CC12CC3CCC(C(=O)Nc4n[nH]c5ccc(-c6nc(N)cc(-c7cc8c(cc7F)OCCO8)n6)cc45)(CC(C3)C1)C2,-10.3,
1_122,O=c1c2[nH]c3ccc(F)cc3n(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c=2c(=O)c2cc(F)ccc12,-9.4,
1_123,c1cc(Nc2ncnc3c2nc(-c2cccc4ccccc24)n3-c2ccc3c(c2)OCCO3)c2c(c1)OCC2,-9.4,
1_124,O=c1[nH]c2cc(Nc3ncnc4cc(Oc5cccc6ccncc56)ccc34)ccc2nc1-c1ccccc1,-9.1,
1_125,CN1c2cc(C(=O)c3ccccc3)ccc2O[C@H](c2ccc3c(c2)OCO3)[C@H]1C(=O)N1CCN(c2ccc3ccccc3c2)CC1,-8.9,
1_126,Cc1cccc2c(Nc3cccc(F)c3)nc(N3CCN(c4ccc5[nH]ccc5c4)CC3)nc12,-9.6,
