smiles,docking,drug_likeliness,names
COc1cc(C(=O)Nc2nc(-c3ccc4[nH]c5ccccc5c4c3)cs2)cc(OC)c1OC,-7.9,3.520614759742905,9_0
CCc1c(C)[nH]c2c1C(=O)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)C2,-7.9,3.6703677599109343,9_1
C=C(COc1ccc(C2=NNC(c3ccc(OC)cc3)C2)cc1)c1cccs1,-6.5,3.69220938698959,9_2
CCO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,-6.9,3.4071174399320396,9_3
Cc1ccccc1C(=O)Nc1cccc(Nc2ccc(CCc3ccc(F)c(F)c3)cc2)c1,-7.6,3.430805836543966,9_4
O=C(Nc1cccc(NC(=O)c2cccc([N+](=O)[O-])c2)c1)c1cc(Cl)cc(Cl)c1,-6.9,3.6077971763546364,9_5
OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc4c(c3)CCO4)c2)[C@H](O)[C@@H](O)[C@@H]1O,-7.3,3.457817447563013,9_6
Cc1c(C(=O)NC/C(C=O)=C\c2ccccc2)cnn1Cc1ccc(C(=O)c2ccccc2)cc1,-6.9,3.4191465803244463,9_7
O=C1CCC(c2nc3ccccc3o2)CCNc2c1cnn2-c1nc(=O)c2c([nH]1)CCC2,-8.6,1.2668824145692748,9_8
O=C(CCc1nnc2n(Cc3ccc(F)cc3)c(=O)c3ccccc3n12)N1CCN(c2cccc(C(F)(F)F)c2)CC1,-8.5,3.346608086309439,9_9
CC=C1C([n+]2cccc(C(=O)Nc3cccc(C)c3)c2)=C(C)C=CCCC1(C)C,-7.3,1.5526412060951098,9_10
Cc1nc2ccccc2c(=O)n1/N=C/c1ccccc1,-6.3,3.5941296031063743,9_11
Nc1nccc(Oc2ccc(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)c1Cl,-7.1,3.558230639083476,9_12
CCn1cc(Cl)c(CN(Cc2ccco2)C(=O)Nc2ccccc2Cl)n1,-6.7,3.77090144361892,9_13
CCc1cc2nc(-c3ccc(N(Cc4ccccc4)C(=O)c4ccc(O)cc4O)cc3)c(-c3ccccc3)nc2s1,-7.2,3.2894967686300385,9_14
Cn1cc(S(=O)(=O)n2ncc(Cl)c(Cl)c2=O)c2ccccc21,-6.4,3.6091693327000858,9_15
O=C(Cn1nncc1-c1cc(F)c(F)c(F)c1)NCC1Cc2ccccc2N(Cc2ccc(Cl)c(Cl)c2)C1,-7.0,3.5010684071096767,9_16
CC(C)(C)C=CC1=CS(=O)(=O)NC(=O)c2ccc(N3CCN(C4c5ccccc5C=Cc5ccccc54)CC3)c(C(F)(F)F)c2C=C1,-7.9,1.0796002658281614,9_17
Cc1cccc(C)c1Oc1ccc(-c2csc(Nc3ccc([N+](=O)[O-])cc3)n2)cc1,-6.7,3.5167117838534487,9_18
CC(=O)c1c(O)ccc(O)c1O,-4.9,3.119960893852313,9_19
O=C(CCCCCCC(=O)c1ccccc1)Nc1ccccc1-c1ccccc1,-6.0,3.369624258219252,9_20
CNCCN=Cc1c(NC(=O)c2ccc(F)c(NC(=O)c3ccc(-c4ccccc4S(N)(=O)=O)cc3)c2)c[nH]c1N1CCCCC1,-6.7,2.9054556570561427,9_21
O=C(CC(=O)Nc1cccc(Cl)c1)CC(c1ccc(F)cc1)c1ccccn1,-7.3,3.6701161185257654,9_22
C=CCOC(=O)Nc1ccc(-c2ccccc2Cl)cc1,-5.9,3.610721078016657,9_23
COC1C(C2C=CC(=CC(C)C)C(=O)C2)=COc2cc(O)cc(O)c21,-6.9,3.539903724744291,9_24
O=C(Nc1ccc(-n2nc(C(F)(F)F)cc2-c2cccc(-c3ccc(F)cc3)c2)cc1)c1ccc2ncccc2c1,-9.7,3.225727889778316,9_25
CC(C)N1CCN(c2ccc([C@@H]3CN(c4nc5ccccc5s4)C[C@H]3c3ccccc3)cc2)CC1,-7.0,3.388569252427021,9_26
O=C(OC(=O)c1cnccn1)c1ccc(F)cc1,-5.9,3.523833911474635,9_27
c1ccc(-c2cccc(Nc3nc(N4CCOCC4)nc4[nH]cnc34)n2)cc1,-8.6,3.646908505343508,9_28
N=C1C(=CF)C(C=Cc2ccc(-c3ccc(/C=N/C4=CC(=CN5CCOCC5=O)C=C4)cc3)cc2)=CC2=C1CCCCC2,-6.7,2.1388736918776474,9_29
COc1ccc(Cn2c(=O)n(-c3cccc(C(=O)O)c3)c(=O)c3cc4c(cc32)OCCO4)cc1,-8.1,3.5975554705950277,9_30
CC(C)Cc1ccc(OCC(=O)NN2C(=O)c3ccccc3C2=O)cc1,-6.8,3.7282359738028346,9_31
CC1=Nc2nc(SCc3ccccc3)nn2C(c2cccs2)C1C(=O)Nc1ccccc1,-7.6,3.581293889282408,9_32
CCCc1c(C(=O)Nc2ccc3c(c2)CCCC3)nnn1-c1nonc1N,-6.8,3.5973639759402847,9_33
CO/C=C(/C(=O)OC)c1ccccc1CSc1nnc(COc2cccc3c2CCC3=O)n1-c1ccccc1,-7.6,3.0685207811875284,9_34
O=C1OC(c2ccccc2)=N/C1=C\N1CCCCC1CCn1cncn1,-6.9,3.5191368923523045,9_35
CNc1nc(C#N)nc(NCC(O)CO)n1,-5.2,3.0603691533575113,9_36
COc1ccccc1C1c2c(C(C)(C)C)n[nH]c2C(=O)N1c1ccc(SC)cc1,-7.0,3.7164095651053977,9_37
O=C(CN1C(=O)C(=Cc2ccccc2O)Sc2ccccc21)Nc1nc[nH]n1,-7.6,3.572411269750668,9_38
CC(C)(C)OC(=O)N1CCCC1C(=O)N1CCCN(c2ncc(Cl)cc2NC(=O)c2ccc(C(=O)O)cc2)CC1,-7.3,2.4521557414434314,9_39
OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc5ccccc45)ncnc32)[C@H](O)[C@@H]1O,-7.15,3.3384403366309985,9_40
COc1cc2c(cc1OC)CN(CCNC(=O)c1ccc(-c3cc(CP(=O)(O)O)ccc3OC)cc1)CC2,-6.3,3.398049926514235,9_41
O=C(O)c1cccc2[nH]c(-c3c(F)c(F)c(-c4ccccc4F)c(F)c3F)nc12,-7.8,3.485325043328323,9_42
CC1CC(C)N(C(=O)c2ccn(C)n2)c2ccccc21,-6.2,3.598782791374159,9_43
C=Cc1[nH]ccc1-c1ccc(C(=O)N2CCCCC2)cc1OC,-6.1,3.6930225349729833,9_44
Nc1cccc(C(=O)OCC(=O)NCC2COc3ccccc3O2)c1,-6.6,3.599457194526301,9_45
Cc1c(C(=O)NCc2ccco2)cnn1-c1nc(=O)c2ccccc2[nH]1,-7.4,3.6479105366703704,9_46
O=C(C=Cc1ccc(O)c(O)c1)NC1=CCC(=O)NC2=S(C=C(c3ccc(OC(F)(F)F)cc3)N2)CC=C1,-4.7,0.9579741541201949,9_47
