smiles,docking,drug_likeliness,names
CC=CCn1cc(N2C(=O)c3cccc4cccc(c34)C2=O)cc1CNCc1cccc(OC)c1OC,-7.9,3.450267040749873,24_0
O=C1/C(=C/c2cccc(F)c2F)Oc2ccccc21,-7.1,3.45626199667427,24_1
NC(=O)c1ccc(-c2ccc(-c3ccccc3C(=O)NCc3ccccc3)o2)cc1,-7.6,3.6177454295360345,24_2
Cc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3cccc(-c4cccc(C#N)c4)c3)CC2)cc1,-7.2,3.7357400762589847,24_3
O=C(N=CC1=CC=C(c2cccc(-c3ccccc3F)c2)Cc2ccccc21)c1ccccc1,-8.6,2.156820165758059,24_4
O=C(c1ccc(Nc2nccc(-c3cc4ccccc4o3)n2)cc1)N1CCOCC1,-7.4,3.7131513319838563,24_5
COc1cccc(Nc2nc3n(n2)C=C(C2C=CC=C(C)C=C2)CC(c2ccccc2)=N3)c1,-8.0,2.628119978512517,24_6
C[C@]1(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)CCN(C(=O)C2CCO2)C1,-7.8,3.180707158455623,24_7
O=C(Nc1cccc(S(=O)(=O)N2CCCC2)c1)c1cc2ccccc2[nH]1,-7.4,3.736633040024215,24_8
Cc1ccc2c(c1)C(c1cccc(-c3ccc4c(c3)OCCO4)c1C)=NN(c1cccc(F)c1)C(=O)C2,-8.4,2.448025866585147,24_9
COc1ccc(O)c(C(=O)c2ccc3nccc(N)c3c2)c1,-6.7,3.662491071618648,24_10
C[C](C(=O)O)S(=O)(=O)[C@@H]1CC2[CH][C@](C)(C[C@@H]3[CH][C@]4(CC[C@@H]23)[C@@](C)(O)C[C@H](O)[C@@]4(C)CO)[C@@]1(C)C[CH]OC(C)=O,-7.4,2.7014573517265714,24_11
O=C(Nc1ccccc1C(F)(F)F)c1ccc(N2CCN(C(=O)c3ccc(F)cc3F)CC2)nc1,-7.0,3.6806367225142265,24_12
N#Cc1c(N=Cc2ccc(O)cc2O)c(-c2ccccc2C(F)(F)F)oc(=O)c1-c1ccccc1,-7.2,3.425024798330957,24_13
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4ccccc4c3)ccc21,-6.8,3.1575346916630838,24_14
Nc1c(F)c(NCCNc2ccccc2)cc2c1c(=O)c(C(=O)O)cn2-c1cccc(F)c1,-7.4,3.3522583538785895,24_15
Cc1ccc(-c2nnn(CC(=O)N(c3cccc(C)c3)C(C)C(=O)NCc3ccco3)n2)cc1,-7.7,3.611960382840876,24_16
O=C(Cc1cccc2ccccc12)Nc1nc(-c2ccccc2)c2ccccc2n1,-8.9,3.43223319629295,24_17
ON=c1ccc(-c2ccccc2Nc2ccccc2)c(N2CCN(c3ccccc3)CC2)nc1,-7.3,2.533133608642508,24_18
NC(=O)c1ccccc1Nc1cccc(-c2cn(-c3cccc(C(=O)O)c3)nn2)c1,-7.0,3.5684926393535026,24_19
O=C(c1ccc(NS(=O)(=O)c2cccs2)cc1)N1CCN(c2ccccc2)CC1,-6.7,3.779258851684753,24_20
