smiles,docking,drug_likeliness,names
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4nc5ccccc5[nH]4)c3)c2)c1)c1ccccc1,-9.106666666666666,3.3039417341933515,39_0
O=C(Nc1cccc(-c2cccc(-c3cccc(C(=O)N4CCOCC4)c3)c2)c1)c1ccccc1,-8.830303030303032,3.5759240999335113,39_1
O=c1c2ccccc2nc2n1-c1cc(Cl)ccc1Oc1ccccc1-2,-8.1,2.5681271037721167,39_2
O=C(c1cccc(F)c1)N1CCN(C(=O)c2cccc(-c3cccc(-c4cccc5ccccc45)c3)c2)CC1,-9.48,3.2705511526271827,39_3
O=C1NC(=O)C(c2cccc(-c3cccc(-c4ccccc4)c3)c2)=C1c1ccccc1,-8.9,3.458584078487082,39_4
Cc1c(-c2cccc(-c3ccc4c(c3)OCO4)c2)cccc1-c1nc(N)c[nH]1,-8.0,3.61982325067701,39_5
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1)c1ccccc1,-9.184444444444445,3.188129789925851,39_6
O=C(Nc1cccc(-c2cccc(-c3nc4cc(F)ccc4[nH]3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.793333333333331,3.1875244530828533,39_7
O=C(Nc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1)c1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1,-9.0,3.2143376936691226,39_8
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4)c3)c2)c1)c1ccccc1,-9.062857142857144,3.188129789925851,39_9
O=C(N[C@H]1CC[C@H](c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)CC1)c1cccc(-c2ccccc2F)c1,-8.8,3.392073359656802,39_10
O=C(Nc1ccc(F)cc1F)c1ccc(-c2cccc(-c3cccc(-c4nc5ccccc5[nH]4)c3)c2)cc1,-7.6,3.2933415530638275,39_11
O=C(c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)N1CCN(S(=O)(=O)c2cccc(-c3cccc(-c4cccc5ccccc45)c3)c2)CC1,-8.7,3.178368758753097,39_12
O=Cc1cc2ccccc2cc1C(c1ccc2c(c1)OCCO2)N1c2ccccc2Sc2ccccc21,-8.4,3.1842438600437903,39_13
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4)c3)c2)c1)c1ccccc1,-9.062857142857144,3.188129789925851,39_14
O=C(Nc1cccc(-c2cccc(-c3ccccc3F)c2)c1)c1cccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)c1,-9.1,3.2675783685436968,39_15
O=C(c1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)N1CCNCC1,-8.865217391304347,3.6709921779215158,39_16
O=C(Nc1cccc(-c2cccc(-c3cccc(C(F)(F)F)c3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.426785714285714,2.963519940967514,39_17
O=C(c1cccc(-c2cccc(-c3cccc(F)c3)c2)c1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,-8.8,3.1237652642234766,39_18
O=CN1C(=O)C(c2cccc(-c3cccc(F)c3)c2)(c2cccc(-c3ccccc3F)c2)C(=O)N1CCN1CCNCC1,-8.7,3.3406000666759654,39_19
O=C(c1cccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)c1)N1CCN(c2cccc(C(F)(F)F)c2)CC1,-9.225000000000001,3.431311239574125,39_20
O=C(Nc1cccc(-c2cccc(-c3nc4cc(F)ccc4[nH]3)c2)c1)Nc1cccc(-c2cccc(Cl)c2Cl)c1,-9.7,3.138230778941353,39_21
O=C(Nc1cccc(-c2cccc(-c3nc4cc(F)ccc4[nH]3)c2)c1)Nc1cccc(C(F)(F)F)c1,-9.0,3.169812286139635,39_22
O=C(c1cccc(-c2cccc(-c3ccc4c(c3)OCCO4)c2F)c1)N1CCNCC1,-8.50909090909091,3.6553838184373157,39_23
O=C(Nc1cccc(-c2cccc(-c3cccc(C(F)(F)F)c3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.426785714285714,2.963519940967514,39_24
O=C(Nc1cccc(-c2cccc(-c3nc4cc(F)ccc4[nH]3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.793333333333331,3.1875244530828533,39_25
Oc1cccc(-c2cccc(-c3cccc(-c4cccc(-c5ccccc5F)c4)c3)c2)c1,-9.600000000000001,3.1519342665157977,39_26
O=C(Nc1cccc(-c2cccc(F)c2F)c1)Nc1cccc(-c2cccc(-c3nc4cc(F)ccc4[nH]3)c2F)c1,-9.972972972972974,3.128615257744718,39_27
O=C(c1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)N1CCNCC1,-8.865217391304347,3.6709921779215158,39_28
O=C(Nc1cccc(-c2ccc3c(c2)OCCO3)c1)c1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1,-8.899999999999999,3.134058023091097,39_29
N#Cc1cccnc1-c1cccc(C2=CC(C=NC(=O)c3cccc(-c4cccc(-c5cccc(-c6ccccc6F)c5)c4)c3)=CC2)c1,-8.099999999999998,2.8536793577568225,39_30
Cn1c(-c2cccc(-c3cccc(-c4cccc(-c5cccc(C(=O)Nc6cccc7ccccc67)c5)c4)c3)c2)nc2ccccc21,-8.9,2.9825740319519842,39_31
O=C(c1cccc(-c2cccc(-c3ccc4c(c3)OCO4)c2)c1)N1CCN(Cc2cccc(-c3ccc4c(c3)OCO4)c2)CC1,-8.8,3.046665639899254,39_32
O=C(Nc1nnc(-c2cccc(-c3cccc(-c4cccc(F)c4)c3)c2)s1)c1ccccc1,-9.3,3.51086044638362,39_33
COC1=CC=CC2=C(C1)C2=CC(=C1C=NC=CC1)c1cccc(-c2cccc(C(=O)N3CCOCC3)c2)c1,-9.7,2.2775515632782772,39_34
O=C(c1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1)N1CCNCC1,-9.367777777777778,3.508189933556279,39_35
O=C(NCCO)Nc1cc(-c2cccc(-c3cccc(-c4cccc(-c5ccccc5F)c4)c3)c2)ccn1,-8.8,3.2757796503198318,39_36
Cn1c(-c2cccc(-c3cccc(-c4cccc(-c5cccc(C(=O)O)c5)c4)c3)c2)nc2ccccc21,-9.433333333333332,3.24791398890646,39_37
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4)c3)c2)c1)c1ccccc1,-9.062857142857144,3.188129789925851,39_38
O=C(c1cccc(-c2cccc(C(=O)N3CCN(S(=O)(=O)c4ccc5c(c4)OCCO5)CC3)c2)c1)N1CCOCC1,-9.1,3.3581376411221,39_39
O=C(c1ccccc1)N1CCN(C(=O)c2cccc(-c3cccc(-c4cccc5ccccc45)c3)c2)CC1,-9.35,3.2651937684888095,39_40
COc1ccc(-c2cccc(-c3cc(-c4cccc(C)c4F)c4ccccc4c3)c2)cc1,-9.5,3.0267036175187974,39_41
O=C(c1cccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)c1)N1CCN(c2ccc3c(c2)OCO3)CC1,-8.9,3.4106704388699374,39_42
O=C(c1cccc(-c2cccc(-c3cccc(C(F)(F)F)c3)c2)c1)N1CCNCC1,-8.594999999999999,3.642566566269835,39_43
O=C(Nc1cccc(-c2cc3ccccc3[nH]2)c1)Nc1cccc(-c2cccc(-c3cc4ccccc4[nH]3)c2F)c1,-10.0,2.9282021929886777,39_44
O=S(=O)(Nc1ccc2c(c1)CCC2)c1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1,-8.9,3.2506148906580994,39_45
O=C(c1cccc(-c2cccc3ccccc23)c1)N1CCN(c2ccccn2)CC1,-8.399999999999999,3.5586072753088636,39_46
O=C(c1cccc(-c2cccc(-c3ccccc3F)c2)c1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,-8.6,3.137684598867376,39_47
Cn1c(-c2cccc(-c3cccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c3)c2)nc2ccccc21,-9.75,3.4115265543640696,39_48
O=C(c1cccc(-c2cccc(-c3ccc4c(c3)OCO4)c2)c1)N1CCN(c2ccccc2)CC1,-8.8,3.456180921736461,39_49
O=C(Nc1cccc(-c2cccc(-c3nc4cc(F)ccc4[nH]3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.793333333333331,3.1875244530828533,39_50
O=C(Nc1cccc(-c2cccc(-c3cccc(C(=O)N4CCOCC4)c3)c2)c1)c1ccccc1,-8.830303030303032,3.5759240999335113,39_51
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1)Nc1cccc(F)c1F,-9.35,3.1787533639972665,39_52
O=C(Nc1ccc2c(c1)OCO2)c1cccc(-c2cccc(-c3cccc(-c4cccc(C(F)(F)F)c4)c3)c2)c1,-9.166666666666666,3.27643453002898,39_53
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4)c3)c2)c1)c1ccccc1,-9.062857142857144,3.188129789925851,39_54
O=C(c1cccc(-c2cccc(-c3cccc(C(=O)N4CCOCC4)c3)c2)c1)N1CCNCC1,-8.991428571428571,3.649506152725788,39_55
O=C(c1cccc(-c2cccc(-c3ccccc3F)c2)c1)N1CCN(c2cccc(C(F)(F)F)c2)CC1,-8.95,3.323511212462599,39_56
O=C(Nc1cccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.847058823529412,3.218592063451191,39_57
O=C(NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cccc(-c2cccc(F)c2F)c1)c1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1,-8.6,2.7991285034620077,39_58
O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,-8.7,3.4358046241774964,39_59
O=C(Cc1ccccc1)Nc1ccc(-c2cccc(-c3cccc(C(=O)N4CCOCC4)c3)c2)cc1,-7.8,3.555624119521971,39_60
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4)c3)c2)c1)c1ccccc1,-9.062857142857144,3.188129789925851,39_61
Cn1c(-c2cccc(-c3cccc(NC(=O)Nc4ccc(-c5cccc(-c6nn[nH]n6)c5)cc4)c3)c2)nc2ccccc21,-8.55,3.139570701813599,39_62
O=C(Nc1cccc(-c2cccc(-c3cccc(C(F)(F)F)c3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.426785714285714,2.963519940967514,39_63
Cn1c(-c2cccc(-c3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3)c2)nc2ccccc21,-8.3,3.417921183135963,39_64
O=C(Nc1cccc(-c2cccc(F)c2F)c1)Nc1cccc(-c2cccc(-c3nc4cc(F)ccc4[nH]3)c2F)c1,-9.972972972972974,3.128615257744718,39_65
O=C(c1cccc(-c2ccc3c(c2)OCCO3)c1)N1CCN(S(=O)(=O)c2cccc(-c3cccc(F)c3)c2)CC1,-6.5,3.4435942241564055,39_66
O=C(Nc1cccc(-c2cccc(-c3cccc(C(F)(F)F)c3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.426785714285714,2.963519940967514,39_67
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.100000000000001,2.9869508389213753,39_68
O=C(c1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1)N1CCNCC1,-9.367777777777778,3.508189933556279,39_69
O=C(Nc1ccc2c(c1)OCO2)c1cccc(-c2cccc(-c3cccc(-c4cccc(C(F)(F)F)c4)c3)c2)c1,-9.166666666666666,3.27643453002898,39_70
ON=C(Nc1ccnc(-c2cccc3ccccc23)c1)c1cccc(-c2cccc(F)c2F)c1,-9.1,3.158456070795131,39_71
O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cccc(-c2cccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c2)c1,-9.1,3.2476164714331635,39_72
O=C(c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)N1CCN(c2cccc(C(F)(F)F)c2)CC1,-8.5,3.5343766627608666,39_73
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4)c3)c2)c1)c1ccccc1,-9.062857142857144,3.188129789925851,39_74
O=C(Nc1cccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.847058823529412,3.218592063451191,39_75
O=C1C=C(C=C2CN=C(c3cccc(-c4cc5ccccc5[nH]4)c3)NC2)C(=O)c2ccccc21,-9.0,3.4978881887483455,39_76
O=C(c1cccc(-c2cccc(-c3cccc4ccccc34)c2)c1)N1CCN(c2cccc(Cl)c2)CC1,-9.142857142857144,3.192108602439839,39_77
O=C(c1cccc(-c2cccc(-c3cccc(C(F)(F)F)c3)c2)c1)N1CCNCC1,-8.594999999999999,3.642566566269835,39_78
O=C(c1cccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)c1)N1CCN(c2cccc(C(F)(F)F)c2)CC1,-9.225000000000001,3.431311239574125,39_79
O=C1c2ccccc2-c2c1c1ccccc1c(=O)n2CCNc1nc(-c2ccccc2)cs1,-8.3,3.534060227190652,39_80
O=C(N=CC1=CC(c2cccc(-c3cccc(F)c3)c2)C=C1)c1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1,-7.6,2.68977644254138,39_81
Cn1c(-c2cccc(-c3cccc(-c4cccc(-c5cccc(NC(=O)Nc6ccccc6)c5)c4)c3)c2)nc2ccccc21,-10.0,3.0563724042831923,39_82
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1)Nc1cccc(F)c1F,-9.35,3.1787533639972665,39_83
N#Cc1cccc(-c2cccc(-c3cccc(-c4cccc(-c5cccc(F)c5)c4)c3)c2)c1,-9.149999999999999,3.098681930688423,39_84
O=C(Nc1cccc(-c2cccc(-c3cccc(C(F)(F)F)c3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.426785714285714,2.963519940967514,39_85
O=C(Nc1cccc(-c2cccc(-c3nc4cc(F)ccc4[nH]3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.793333333333331,3.1875244530828533,39_86
O=C(CCC1CCN(C(=O)c2ccccn2)CC1)Nc1cccc(-c2cccc(-c3ccc4c(c3)OCO4)c2)c1,-8.9,3.409941264706017,39_87
O=C(Nc1cccc(-c2cccc(-c3nc4cc(F)ccc4[nH]3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.793333333333331,3.1875244530828533,39_88
N#Cc1cccnc1-c1cccc(C2=CC(C=NC(=O)c3cccc(-c4cccc(-c5cccc(-c6ccccc6F)c5)c4)c3)=CC2)c1,-8.099999999999998,2.8536793577568225,39_89
O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1ccc(Cl)cc1F,-7.7,2.095461725467544,39_90
O=C(Nc1cccc(-c2cccc(-c3nc4cc(F)ccc4[nH]3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.793333333333331,3.1875244530828533,39_91
O=C(c1cccc(-c2cccc(-c3cccc(-c4nc5ccccc5[nH]4)c3)c2)c1)N1CCNCC1,-9.3075,3.440998249723921,39_92
O=C(Nc1cccc(C(F)(F)F)c1)c1cccc(-c2cccc(-c3cccc(-c4nc5ccccc5[nH]4)c3)c2)c1,-8.6,3.1412476074542717,39_93
O=C(c1cccc(-c2cccc(-c3cccc(-c4nc5ccccc5[nH]4)c3)c2)c1)N1CCNCC1,-9.3075,3.440998249723921,39_94
O=C(c1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1)N1CCNCC1,-8.865217391304347,3.6709921779215158,39_95
O=C(Nc1cccc(-c2cccc(C(=O)N3CCOCC3)c2)c1)c1cccc(-c2cccc(-c3cccc4ccccc34)c2)c1,-9.600000000000001,3.2140072561974793,39_96
O=C(c1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1)N1CCNCC1,-9.367777777777778,3.508189933556279,39_97
O=C(c1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1)N1CCNCC1,-9.367777777777778,3.508189933556279,39_98
Cn1c(-c2cccc(-c3cccc(-c4cccc(C(=O)N5CCNCC5)c4)c3)c2)nc2ccccc21,-9.319230769230769,3.480167691596529,39_99
O=C(c1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4)c3)c2)c1)N1CCNCC1,-9.361538461538462,3.508189933556279,39_100
O=C1c2ccccc2C(=O)c2c1ccc1[nH]c(-c3cccc(-c4cccc(F)c4)c3)nc21,-8.4,3.4939119244747068,39_101
N#Cc1ccccc1-c1cccc(C2=CC(=CC3=CC(=CC4=CC(=CC5=CC(C=N)C=C5)C=C4)C=C3)C=C2)c1,-7.7,2.8755320117420258,39_102
Cc1cc(=O)n(-c2ccccc2Cl)nc1C(=O)Nc1cccc(-c2cccc(-c3ccc4c(c3)OCO4)c2)c1,-8.5,3.43003526875961,39_103
O=C(c1cccc(-c2cccc(-c3cccc(C(F)(F)F)c3)c2)c1)N1CCNCC1,-8.594999999999999,3.642566566269835,39_104
O=C(Nc1cccc(-c2cccc(-c3cccc(C(F)(F)F)c3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.426785714285714,2.963519940967514,39_105
N#CC(NC(=O)C(Cc1cccc(-c2ccccc2)c1)NC(=O)c1cc2cc(Cl)ccc2[nH]1)C1CCCC1,-8.3,3.3913532570242055,39_106
O=C(Nc1cccc(-c2cccc(-c3cccc(C(F)(F)F)c3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.426785714285714,2.963519940967514,39_107
O=C(Nc1cccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)c1)Nc1cccc(-c2cccc(F)c2F)c1,-9.847058823529412,3.218592063451191,39_108
O=C(Nc1cccc(-c2cccc(-c3cccc(C(=O)N4CCOCC4)c3)c2)c1)c1ccccc1,-8.830303030303032,3.5759240999335113,39_109
O=C(c1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1)N1CCNCC1,-9.367777777777778,3.508189933556279,39_110
O=C(c1cccc(-c2cccc(-c3cccc(F)c3)c2)c1)N1CCNCC1,-8.3,3.613391725708435,39_111
O=CN=C(C=CCC(=CF)c1ccccc1)Nc1cnc(Nc2cc(-c3cccc(-c4cccc(-c5ccccc5F)c4)c3)ccn2)cc1NC=O,-7.9,2.6429943260059034,39_112
O=C(c1cccc(-c2cccc(C(=O)N3CCN(c4cccc(Cl)c4)CC3)c2)c1)N1CCOCC1,-8.3,3.5860753069993834,39_113
Cn1c(-c2cccc(-c3cccc(-c4cccc(-c5cccc(C(=O)O)c5)c4)c3)c2)nc2ccccc21,-9.433333333333332,3.24791398890646,39_114
CN(C)c1ccc(-c2cccc(-c3cccc(-c4nc5ccccc5[nH]4)c3)c2)cc1,-7.8,3.359065901763992,39_115
Cn1c(-c2cccc(-c3cccc(-c4cccc(C(=O)O)c4O)c3)c2)nc2ccccc21,-8.8,3.4197241540295664,39_116
O=C(c1cccc(-c2cccc3ccccc23)c1)N1CCN(c2cccc(-c3ccc4c(c3)OCO4)n2)CC1,-8.1,3.2979755489267397,39_117
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1)c1ccccc1,-9.184444444444445,3.188129789925851,39_118
