smiles,docking,drug_likeliness,names
O=C(c1cccc(-c2cccc(-c3cccc4ccccc34)c2)c1)N1CCN(c2ccccn2)CC1,-9.6,3.3419638862644048,27_0
O=C1Nc2ccccc2C1=Cc1cc(-c2ccccc2O)[nH]n1,-8.3,3.5647305575404347,27_1
O=C(c1cccc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)c1)N1CCCC1,-8.100000000000001,3.5239846524828033,27_2
Cc1c(-c2ccccc2C=O)c(=O)n(-c2ccccc2[N+](=O)[O-])c(=O)n1-c1ccccc1,-7.2,3.4439808275987107,27_3
O=C(Nc1nc(-c2ccccc2)co1)c1cccc(NC(=O)c2ccccc2Cl)c1,-7.7,3.663879481508178,27_4
O=C(c1ccccc1-n1nccn1)N1CC2CC(Oc3ccc(C(F)(F)F)cc3)C1C2,-7.5,3.6396220502038057,27_5
CC1=CC(C2=NN=C3C=CC(C(=O)NC4CCCC(Cn5ccc6ccccc65)C4C)C32C)C=N1,-7.0,3.412997718720814,27_6
CCCc1cc(-c2[nH]ncc2C#N)ccc1NS(C)(=O)=O,-5.4,3.7073263460849306,27_7
O=C(c1ccccc1Cl)c1ccccc1Nc1cccc(-c2cccc(Oc3ccccc3)c2)c1,-8.0,3.2398375247622275,27_8
CO/N=C/[C@H]1C[C@@H](c2ccc3c(c2)C(c2ccccc2F)N(c2ccc4ccccc4n2)C3)CC1C(=O)O,-8.0,3.364298092121449,27_9
C/C=C(\C)C(=O)OC1=C(c2ccc3ccccc3c2)Oc2cc3ccccc3cc2-n2cccc21,-7.9,2.257035006239416,27_10
O=C(Nc1ccc2c(c1)C(=O)NC2=O)c1ccccc1Cl,-7.6,3.6251268334534186,27_11
CN1CCN(C(=O)NC2CN(C(=O)c3ccc4cc(Oc5ccc(C(F)(F)F)cn5)ccc4n3)C2)CC1,-7.4,3.603839714022743,27_12
O=C(Nc1ccc2c[nH]nc2c1)c1cccc(-c2cccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)c2)c1,-8.9,3.275894094191605,27_13
O=C(c1ccccc1)C(c1cc(-c2ccccc2)cc(-c2ccccc2CF)c1)c1c[nH]c2ccccc12,-8.3,3.0052834990558726,27_14
Cc1[nH]c(-c2cccc(-c3cccc(C(=O)N4CCS(=O)(=O)CC4)c3)c2)nc1-c1ccccc1,-8.8,3.6675959243319394,27_15
O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cc(C(F)(F)F)ccc1-c1ccccc1,-8.7,3.2023761679795775,27_16
Fc1ccc2[nH]c(-c3cccc(-c4cccc(CN=Cc5ccccc5)c4)c3)nc2c1,-8.0,3.2674506051327574,27_17
O=C(Nc1cccc(-c2cc3nccc(-c4cccc(C(=O)N5CCOCC5)c4)c3[nH]2)c1)Nc1cccc(C(F)(F)F)c1,-9.350000000000001,3.250406828204768,27_18
O=C(c1ccccc1-c1cccc(F)c1)N1CCC(Nc2cccnn2)CC1,-6.8,3.7865082637343077,27_19
O=Cc1ccccc1Cc1ccc(-c2cccc(-c3cccc(-c4nc5ccccc5s4)c3)c2)o1,-8.8,3.1577966277471807,27_20
O=C(c1cccc(-c2cccc(C3=NCCN3)c2)c1)c1cccc(N2C(=O)c3ccccc3C2=O)c1Cl,-8.1,3.412009278693528,27_21
O=C(O)c1ccc(NC(=O)C2CN(CCO)c3ccccc3C2=O)cc1,-6.9,3.592998168840446,27_22
O=C(Nc1ccccc1F)c1cccc(Nc2cccc(-c3cccc(-c4ccccc4OC(F)(F)F)c3)c2)c1,-8.1,3.0960589356911177,27_23
O=C(c1ccc(-c2cccc(-c3cccc(F)c3)c2)s1)N1c2ccccc2CCc2ccccc21,-9.1,2.196148808688301,27_24
C[C@@H](Cn1ccc(-c2cccc(-c3cccc(C#N)c3)c2)n1)c1ccc2ccccc2c1,-8.4,3.349734288678939,27_25
CNC(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)[nH]2)cc1,-8.4,3.602172091360787,27_26
O=C(Nc1cccc(-c2cccc(C(=O)N3CCOCC3)c2)c1)c1ccccc1-c1ccccc1,-8.3,3.5759240999335113,27_27
O=CC=CC1=CC(c2cccc(F)c2)=NC=CC(=CC(=O)Oc2cccc(-c3ccc4c(c3)OCO4)c2)C1,-8.2,1.345651890511363,27_28
O=C(Nc1cccc(Nc2cc(-c3cccc(CN4CCOCC4)c3)ccc2Br)c1)c1cccc(C(F)(F)F)c1,-7.6,3.364959725119872,27_29
Fc1cccc(-c2cccc(-c3cccc(-c4nc5ccccc5[nH]4)c3)c2)c1,-8.6,3.26528485933685,27_30
O=C(Nc1cccc(C(F)(F)F)c1)c1cccc(-c2nc3ccccc3n2Cc2ccccc2)c1,-7.6,3.445532927675278,27_31
O=c1nc2n(-c3cccc(F)c3)c3ccccc3nc-2c2ccccc12,-7.3,3.4758089329252333,27_32
CCCCCCC(=O)n1c(=C2CC(=O)C(Cc3cc([CH]Cc4ccc(Oc5ccccc5OC)cc4)c(-c4cccc(OC)c4O)c(OC)c3)C2=O)c(=C[CH]CO)c2ccccc21,-7.0,2.5207495577138137,27_33
COc1cccc(-c2cc(-c3cccc(C(=O)Nc4ccccc4)c3)c3ccccc3n2)c1,-8.2,3.367200247430294,27_34
O=C(Nc1cccc(C(F)(F)F)c1)c1cccc(Nc2nccc(-c3cccc(-c4ccccc4-c4ccccc4)c3)n2)c1,-8.0,3.1052938806211805,27_35
O=C(c1cccc(-c2cccc(-c3cccc(Cl)c3)c2)c1)N1CCN(c2ccccc2)CC1,-9.1,3.399352254726509,27_36
CCc1[nH]nc(-c2cccc(C)c2)c1-c1ccc(F)cc1,-6.6,3.5053467380741985,27_37
O=Cc1cccnc1-c1cccc(-c2cccc(NC(=O)c3ccccc3O)c2)c1,-7.7,3.6040021592306193,27_38
O=C(c1cc2cccc(Cl)c2[nH]1)N1CCN(c2nccc(-c3ccc4c(c3)OCO4)n2)CC1,-7.5,3.6011920080725273,27_39
Cc1ccccc1C(=O)NCC(=O)Nc1nc2ccccc2n1-c1ccccc1C,-7.5,3.6887435863100597,27_40
O=C(NC(c1ccccc1)c1nc(-c2ccc(Br)o2)no1)c1cccc(-c2ccccc2F)c1,-8.0,3.4096259689212287,27_41
O=C(O)Cn1c(=O)oc2cc(NC(=O)c3cccc(-c4cccc(-c5nn[nH]n5)c4)c3)ccc21,-7.7,3.301997890812024,27_42
O[CH][C@@H]1CN(Cc2ccccc2F)C[C@@H]1c1cccc(-c2ccc3c(ccc4ccccc43)c2)c1,-7.5,3.217185516131874,27_43
O=S(=O)(c1cccc(C(F)(F)F)c1)n1cc(Cl)c2cc(-c3cccc(-c4nn[nH]n4)c3)ccc21,-9.1,3.485052825919611,27_44
O=C(CN1c2cccc3cccc(c23)S1(=O)=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,-8.9,3.4840336313226072,27_45
Cn1c(-c2cccc(-c3cccc(C(=O)N4CCN(c5ccccc5F)CC4)c3)c2)nc2ccccc21,-9.3,3.4285420965476927,27_46
Cc1c(C(=O)NC2CCCC2)nn(-c2ccc(F)cc2F)c1-n1cccc1,-6.7,3.7749893882977332,27_47
O=C(Nc1c(C(O)(C(F)(F)F)C(F)(F)F)ccc2ccccc12)c1cccc(C(F)(F)F)c1,-7.8,3.474507303021051,27_48
C=CC=C1C2=CC(C=CN(C)C2)N=C2N=C1N2C(=O)Nc1ccc(-c2cnc(-c3cccc(C4=NC(=O)OC4)c3)s2)cc1,-8.0,1.3170833750116593,27_49
O=C(Nc1cccc(-c2ccc3c(c2)OCCO3)c1)c1cccc2c1C(=O)c1ccccc1-2,-8.4,3.515370968206109,27_50
Cn1c(-c2cccc(-c3cccc(C(=O)NCc4cccc(-c5ccccc5CO)c4)c3)c2)nc2ccccc21,-7.5,3.3242907122790184,27_51
C=c1cnc2cc(F)ccc2c1=CC=CC1=C(OC)C(C)(C=CC=CC(C)C=CCC=NC(=O)N2CCN(C(=O)c3nn(-c4ccccc4)c(=O)c4ccccc34)C2)C=CC=C1,-8.1,1.6529061726334264,27_52
O=C(CCC(=O)Nc1cccc2ccccc12)Nc1cccc(C(=O)c2ccc3c(C=Cc4ccccc4)[nH]nc3c2)c1,-8.1,3.113612798679844,27_53
COc1cccc(NC(=O)c2cc(C(=O)NN)ccc2N(C=O)Cc2nc3ccccc3s2)c1,-7.9,3.1448621635269642,27_54
COc1cccc(-c2cc(-c3ccccc3OC)c3c(=O)n(C)c(=O)n(C)c3n2)c1,-7.3,3.6539679040018394,27_55
O=C(N/N=C/c1cccc(Oc2ccccc2)c1)c1ccc2ncccc2c1,-6.9,3.597678821225836,27_56
N#Cc1ccc(-c2cccc(-c3cccc(C(=O)NCCc4ccccn4)c3)c2)cc1,-7.4,3.6029300664212283,27_57
O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccccc1,-8.1,2.5741289372856313,27_58
Cc1ccccc1Cn1c2ccccc2c2cc(NC3CC=CC=NC(=O)CC=CC=C(I)C3)ccc21,-8.3,1.1470510494926218,27_59
O=C(Nc1ccc(C2=CCN(C(=O)c3ccccc3)CC2)cc1)Nc1cccc(C(F)(F)F)c1,-7.5,3.5835408478428112,27_60
O=[N+]([O-])c1ccc(-c2cc(-c3cccc(-c4ccccc4)c3)c3ccccc3n2)cc1,-9.5,3.3208230100544123,27_61
O=C(Cn1c2ccccc2c2nc3ccccc3nc21)Nc1ccccc1F,-7.7,3.599693174796575,27_62
O=c1c2ccccc2c(Cc2nnc(-c3cccc(Br)c3)o2)nn1Cc1ccc(C(F)(F)F)cc1,-6.8,3.4631098124290896,27_63
O=C(Nc1cccc(-c2cccc(-c3ccc4c(c3)OCO4)c2)c1)c1cccc([N+](=O)[O-])c1,-8.0,3.436979814817549,27_64
O=C(c1ccc(-c2ccc(F)cc2)cc1)N1CCc2c([nH]c3ccccc23)C1c1cccc(F)c1,-8.4,3.2651004480627117,27_65
O=c1[nH]c(O)c(F)n1[CH]C=C1O[C@H]1CO[PH](=O)OC1C=CC=CC(c2ccc3c(c2)OCCO3)=C1,-7.2,2.198752618599068,27_66
O=C(Nc1cccc(-c2cc3nccc(-c4cccc(C(=O)N5CCOCC5)c4)c3[nH]2)c1)Nc1cccc(C(F)(F)F)c1,-9.350000000000001,3.250406828204768,27_67
Cc1ccc(-c2cccc(-c3cc(C(=O)Nc4nccs4)c4ccccc4n3)c2)cc1,-8.9,3.4311356567058175,27_68
Cc1cc(C=C2S/C(=N\c3ccccc3)N(c3ccccc3C)C2=O)c(N)s1,-6.6,3.6540959511533915,27_69
CCc1c(N2CCN(c3cc4c(cc3F)C(=S)C(C(=O)O)C=NC4C)CC2)nnc(-c2ccccc2)c1C,-7.6,2.5394016400830886,27_70
O=P(c1ccccc1)(c1ccccc1)c1cccc2ccc3ccccc3c12,-7.5,3.094281495482489,27_71
Cn1c(-c2cccc(-c3cccc(NC(=O)c4ccccc4NC(=O)Nc4ccccc4)c3)c2)nc2ccccc21,-9.3,3.1774125981701475,27_72
O=C(CNC(c1ccccc1)[C@H]1CC[C@H](O)C1)Nc1ccccc1,-6.2,3.621318650367877,27_73
O=C(Nc1ccc(C(=O)N2CCN(c3ccccc3F)CC2)cc1)c1ccccc1Nc1ccccc1,-8.0,3.5606326156174397,27_74
Cn1c(-c2cccc(-c3cccc(NC(=O)c4ccccc4)c3)c2)nc2ccccc21,-7.65,3.3942752104154073,27_75
N#C[C@H](c1cccnc1)N1CCN(C(=O)c2cc3cc(-c4ccccc4F)ccc3[nH]2)CC1,-7.9,3.6857366534352147,27_76
Cc1cccc(NC(=O)c2cc(C)n(-c3ccccc3)c2)c1C,-7.0,3.6053638684272444,27_77
O=C(c1cccnc1)N1C[C@@H]2CC[C@H](C1)N(C(=O)Cc1ccccc1)C2,-7.4,2.5042273027731907,27_78
Cc1cccc(Nc2nn(-c3cccc(-c4ccccc4F)c3)c3ccccc23)c1,-9.6,3.3572196738125744,27_79
