smiles,docking,drug_likeliness,names
Cn1c(=O)c(NC(=O)Nc2ccc3c(c2)NC(=O)C(C)(C)CO3)cc2cccnc21,-8.0,2.6214194049805473,1_0
O=CNCc1ccc(Cl)c(-c2cccnc2)c1,-5.4,3.5756401977770076,1_2
OCC1CN(c2ccccc2Cl)CCN1Cc1cc2c(cc1O)OCCC2,-7.4,3.657400691925865,1_3
O=C(CCC(=O)c1ccc(F)cc1)NCCCO,-5.2,3.4366844769749076,1_4
O=C(Cn1cc([N+](=O)[O-])nc1C(=O)O)Nc1ccc(Cl)c(C(F)(F)F)c1,-6.5,3.480466059831925,1_5
CC=C1C=C(C(=O)Nc2ccccc2C(=O)Nc2ccc(F)cn2)CC(=C(C#N)C#N)O1,-7.0,3.6028188341279552,1_6
Cc1ccccc1C(=O)/C=C/c1ccccc1,-5.8,3.161982723220534,1_7
Cc1cc(CCC#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1C(=O)O,-6.8,3.4889668328471184,1_8
O=C1CC[C@@]2(CCCN(C(=O)c3ccc(CO)cc3)C2)CN1CC1CC1,-6.6,3.4466528479079526,1_9
CC(C)=CC1CC2C(OC(=O)Nc3ccc(F)cc3)=CC(=O)N(C)C2C1,-7.1,3.552755412986071,1_10
COC(=O)c1ccccc1NC(=O)N1CCN(S(=O)(=O)/C=C/c2ccccc2)CC1,-6.9,3.7104354655729153,1_11
Cc1c(C(=O)N(c2cccc(F)c2)c2ncccn2)oc2ccc(F)cc12,-6.8,3.6451892282934923,1_12
COc1ccc(CC2C(=O)N(CCCc3ccccc3)CC(=O)N2CC(=O)NC(CCSC)C(=O)C(=O)NC2CC2)cc1OC,-6.9,3.0420522006237163,1_13
Cn1cc(-c2ncc(C(=O)N3[CH]C(C4CC4)=NN3C3CC3)cn2)c2cc(Cl)ccc21,-7.1,3.5396778534064604,1_14
CC(C)N(Cc1nc(C(C)(C)C)no1)CC1CCCC1,-6.0,2.3888373032276893,1_15
O=C(O)C1C[C@H](OC2CCCC2)CN1C(=O)c1ccc(CCOc2ccc3c(c2)CCC3)cc1,-7.0,3.486390656072142,1_16
O=S(=O)(Nc1nc2ccccc2s1)c1cc(I)ccc1Cl,-6.4,3.660311740992042,1_17
O=C(NCc1ccccn1)c1ccc2c(c1)N(Cc1c(F)cccc1Cl)C(=O)CO2,-7.3,3.786593448430782,1_18
C=Cc1c(C(OCCCn2cnc3c(Cl)ncnc32)C2=CC=COC2)cc(OC)c(OC)c1OC,-5.3,3.372069782471611,1_19
Cn1c(-c2ccncc2)nc2ccc(S(N)(=O)=O)cc21,-6.4,3.636367397972026,1_20
COCCN1CC2(CCC1=O)CCN(c1nc(Cl)nc(COC)n1)CC2,-5.7,3.4057103595780864,1_21
CCS(=O)(=O)N1C=CC=C(c2cc(=O)n3[nH]c(C)c(-c4ccc(OC)cc4)c3n2)C1,-7.1,3.7471984609576863,1_22
CCCCc1nn2c(=O)cc(COC(=O)c3ccccc3NC(=O)c3ccccc3)nc2s1,-6.8,3.5389242322462042,1_23
O=C(NCCc1ccc(OCCN2CCCC2)c(Br)c1)c1cccn1-c1cccc(Cl)c1,-6.5,3.6364793846618166,1_24
O=CN(O)CC(CCCC1CCCCC1)C(=O)NCC1CCCCC1,-6.1,3.1405317451907058,1_25
