smiles,docking,drug_likeliness,names
O=C(Nc1cccc(-c2cccc(-c3ccccc3)c2)c1)c1ccccc1,-8.125,3.3743985427709573,29_0
O=C(Nc1cccc(-c2cccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)c2)c1)Nc1ccccc1Cc1ccccc1,-8.2,3.1222903504998882,29_1
O=C(Nc1cccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)c1)c1ccccc1,-8.375,3.442730724240592,29_2
O=C(c1cccc(-c2n[nH]c(=O)c3ccccc23)c1F)N1CCN(c2cccc(Cl)c2)CC1,-9.0,3.700125506675878,29_3
O=C(O)CC1COc2cc(OCC3Cc4ccccc4CN3C(=O)c3cccc4ccccc34)ccc21,-7.9,3.5241067013162892,29_4
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4nc(=O)o[nH]4)c3)c2)c1)c1ccccc1,-9.2,3.52713626249494,29_5
O=c1cc(-c2cccc3ccccc23)[nH]c2ccccc12,-7.7,3.357132165861544,29_6
O=C(Nc1cccc(C(=O)Nc2cccc(C(=O)NC3CC3)c2)c1)c1cccc(Cl)c1,-7.0,3.615763199127949,29_7
CC(C)(C)c1cc(-c2cccc(-c3cc(-c4ccc5c(c4)OCO5)cc4cccnc34)c2)cc(C(F)(F)F)c1,-9.3,3.1521886150254694,29_8
O=C(Nc1cccc(-c2cccc(-c3cccc(-c4cccc(O)c4)c3)c2)c1)c1ccccc1,-9.0,3.303194323964135,29_9
O=c1[nH]c2ccc3ccccc3c2cc1-c1cccc(Nc2cccc(C(F)(F)F)c2)c1,-8.3,3.2413663463496505,29_10
O=C(c1cccc(-c2cccc(-c3nc4ccccc4[nH]3)c2)c1)N1CCN(c2ccccc2F)CC1,-9.5,3.4648144352837686,29_11
O=C(c1cccc(S(=O)(=O)Nc2cccc3ccccc23)c1)N1CCN(c2ccccc2)CC1,-8.4,3.6753068599130603,29_12
O=C(c1cccc(-c2cccc(C(=O)N3CCN(S(=O)(=O)c4cccc(C(F)(F)F)c4)CC3)c2)c1)N1CCOCC1,-8.1,3.51768544498041,29_13
O=C(Nc1cccc(-c2cccc(-c3ccc4c(c3)OCO4)c2)c1)c1cccc(C(F)(F)F)c1,-8.2,3.550378322436928,29_14
O=C(Nc1cccc(-c2cccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)c2)c1)c1ccccc1-c1ccccc1,-8.266666666666667,3.1412476074542717,29_15
O=C(c1ccc(-c2cccc(-c3cccc(Cl)c3)c2)cc1)N1CCN(c2cccc(Cl)c2)CC1,-8.3,3.365470285288257,29_16
Cn1c(-c2cccc(-c3cccc(NC(=O)c4ccccc4F)c3)c2)nc2ccccc21,-8.68,3.3956733809905395,29_17
O=C(c1cccc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)c1)N1CCN(c2ccccn2)CC1,-7.8,3.612217047110012,29_18
O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1cccc(-c2cccc(-c3cccc(-c4ccccc4O)c3)c2)c1,-8.8,3.1955903911837757,29_19
O=C(Nc1ccc(NCCNCCO)c2c1C(=O)c1ccccc1C2=O)c1ccccc1F,-6.9,3.4707945026669726,29_20
O=C(Nc1cccc(-c2cccc3[nH]ccc23)c1)c1ccccc1Nc1cccc(-c2ccc3ccccc3c2)c1,-10.1,3.066447652499018,29_21
O=C(c1cccc(-c2cccc(-c3cccc(-c4ccccc4F)c3)c2)c1)c1cccc(-c2ccc3c(c2)CCO3)c1,-9.2,2.969088101063119,29_22
CCC(NC(=O)C1=NC(=O)C(C=CN=CCc2cnc(C(O)c3cccc(-c4cccc(F)c4)c3)s2)N=C(N)S1)C(=O)O,-7.3,2.0341196093391467,29_23
C1=COCC(c2cc(-c3ccccc3)cc(-c3cccc(-c4ccccc4)c3)n2)=C1,-9.2,3.2452957746071407,29_24
O=C(Nc1cccc(C(=O)N2CCOCC2)c1)c1ccccc1Nc1nc(-c2ccccc2)c2ccccc2n1,-7.9,3.40329151791839,29_25
Nc1ccc(-c2ccc(-c3ccccc3F)cn2)cc1NC(=O)c1cccc(-c2ccccc2F)c1,-8.1,3.3631721819522005,29_26
Cc1cc(C(=O)n2nc(C)cc2-c2ccccc2F)cc(-c2cccc3ccccc23)n1,-8.7,3.462268458542469,29_27
