ligand_names,smiles,vina_score,vina_path,score,adjusted_score
1_0,Cn1nc(C(N)=O)cc1Nc1nc(-c2nc(Nc3cc4c(cc3F)OCCO4)c3ccccc3n2)cc2ccccc12,-9.9,,-9.9,-9.9
1_1,C[C@@H](O)[C@H]1COC(=O)N1c1ccc2cc(-c3cc4ccc(F)cc4nc3Nc3cc4c(N5CCOCC5)nc(N)nc4cc3F)ccc2n1,,,0.0,0.0
1_2,Nc1nc(-c2cc(F)cc(-c3nc(Nc4cc5c(cc4F)OCCO5)c4ccccc4n3)c2)cc2ccccc12,-10.0,,-10.0,-10.0
1_3,C[C@@H]1COC(=O)N1c1ncnc2cccc(O[C@@H]3CCN(C(=O)[C@H]4[C@@H](F)CN4[C@H](c4ccc5c(c4)oc4ccccc45)c4cccc5[nH]ncc45)C3)c12,-9.1,,-9.1,-9.1
1_4,O=C(c1cc(F)cc(-c2ccc3[nH]nc(-c4ccc5c(c4)OCO5)c3c2)c1)N1Cc2ccccc2C1,-10.1,,-10.1,-10.1
1_5,C[C@H]1CN(C(=O)[C@@]2(C)c3cc4ccccc4cc3[C@@H]3c4ccc(-c5cccc(F)c5)cc4C(=O)N32)C[C@@H](C)O1,-9.6,,-9.6,-9.6
1_6,Nc1ccc2cc(-c3cc(F)cc(-c4nc(Nc5cc6c(cc5F)OCCO6)c5ccccc5n4)c3)ccc2n1,-10.9,,-10.9,-10.9
1_7,Nc1nc(N)c2cc(-c3cccc(Nc4nc5ccccc5c5ccccc45)c3)[nH]c2n1,-9.4,,-9.4,-9.4
1_8,Nc1nc(N)c2cc(Nc3nc(-c4ccc5cc[nH]c5c4)nc4ccccc34)ccc2n1,-9.9,,-9.9,-9.9
1_9,C=C1C(=O)NC(=O)N1C(=O)[C@@]1(N2C[C@@H](N3C(=O)C[C@@]34CN(C(=O)[C@@H]3CC(=O)N(C5c6ccccc6-c6ccccc65)C3)c3ccccc34)CC2=O)CCc2ccccc21,-8.9,,-8.9,-8.9
1_10,CC1(N2Cc3c(cc(-c4cc5c(cc4F)OCCO5)nc3Nc3ccc4[nH]ncc4c3)C2=O)CNC(=O)NC1=O,-11.3,,-11.3,-11.3
1_11,Nc1nc(Nc2cccc(C(=O)N3C(=O)COc4ccccc43)c2)c2cc(-c3ccc4ccccc4c3)ccc2n1,-10.4,,-10.4,-9.95
1_12,CC1(C(=O)N2CC(c3cn(-c4n[nH]c5c(-c6cc7ccccc7nc6N)cc(-c6cc7c(cc6O)OCO7)cc45)nn3)C2)CNC(=O)N1,-9.9,,-9.9,-9.9
1_13,O=C1COc2ccccc2N1CC1COc2ccccc2N1C(=O)c1cc(F)c2c(c1)CC(c1ccc3[nH]c4ccccc4c3c1)N2,-9.9,,-9.9,-9.9
1_14,Nc1n[nH]c2ccc(Nc3nc(-c4cc5c(cc4F)OCO5)cc4cc(F)ccc34)cc12,-10.4,,-10.4,-10.4
1_15,CC1(c2cccc(Nc3ncnc4cc(F)c(-c5nc(N)c6ccccc6n5)cc34)c2)NC(=O)NC1=O,-10.4,,-10.4,-10.4
1_16,CN1CC2(CCOC2)CC1c1cc(F)cc(-c2cc3c(N)nc(N)nc3c(-c3ccc4[nH]ncc4c3)n2)c1,-9.9,,-9.9,-9.9
1_17,Cc1cc2cc(-c3cc4c(-c5ccc6nc(N)nc(N)c6c5)n[nH]c4cc3F)ccc2nc1N1CC2(CCC(F)C2)NC1=O,-10.1,,-10.1,-10.1
1_18,C[C@@H]1CN(C(=O)c2cccc(Nc3nc(N)nc4ccc(-c5ccc6[nH]nc(-c7c(F)cccc7F)c6c5)cc34)c2)C[C@@H](C)O1,-11.2,,-11.2,-11.2
1_20,Fc1ccc2nc(-c3cc4c(cc3F)OCO4)nc(Nc3cccc(-c4nc5ccccc5[nH]4)c3)c2c1,-10.0,,-10.0,-10.0
1_21,Nc1nc(N)c2cc(Nc3nc(Nc4ccc5c(=O)c6c([nH]c5c4)CCCC6=O)nc4ccccc34)ccc2n1,-10.7,,-10.7,-10.7
1_22,CC1N(C(=O)c2cccc(Nc3nc(N)nc4cc(F)ccc34)c2)C(=O)NC12Cc1cccc(F)c1C2,-9.1,,-9.1,-9.1
1_23,C[C@@H]1CN(C(=O)c2cc(Nc3nc(-c4ccc5[nH]ncc5c4)nc4ccccc34)c3[nH]nc(-c4ccc5[nH]ncc5c4)c3c2)C[C@@H](C)O1,-10.2,,-10.2,-10.2
1_24,C[C@@H]1[C@@H](O)CC[C@]2(C)[C@@H]3C(=O)N([C@@H]4C[C@H]5C(=O)N([C@@H]6C(=O)NC(=O)C[C@H]6c6ccc7[nH]nc(-c8ccc9[nH]nc(-c%10ccc%11[nH]ncc%11c%10)c9c8)c7c6)C(=O)N5C4=O)CC3=CC[C@@H]12,-10.9,,-10.9,-10.9
1_25,CN1C(=O)C2(CCC(C)(C)C2)N(C(=O)c2cc(-c3cc4ccccc4cc3F)cc3[nH]ccc23)C1c1ccc2[nH]nc(N)c2c1,-11.1,,-11.1,-11.1
1_26,CC1CC2(CN(C(=O)c3cc4c(cc3F)OCO4)CC2(C)C(=O)N2CC(=O)N(C(=O)NCc3ccc4nc(N)nc(N)c4c3)CC2C)CN1C(=O)c1cccc2ccccc12,-9.3,,-9.3,-9.3
1_27,Cc1cc2cc(-c3cc4c(N)nc(N)nc4cc3F)ccc2c(Nc2cc3c(N4C[C@@H](C)O[C@H](C)C4)nc(N)nc3cc2F)n1,-10.8,,-10.8,-10.8
1_28,Nc1nc(-c2cc(F)cc(-c3cc4ccccc4nc3N)c2)cc(-c2ccc3ncnc(N)c3c2)n1,-10.2,,-10.2,-10.2
